Konteks;Pertanyaan;Level Kognitif
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Apa yang dimaksud dengan Klan (Marga)?;C1-Mengingat
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Sebutkan dua jenis garis keturunan (klan) beserta contohnya!;C1-Mengingat
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Sebutkan tiga contoh ras yang ada di Indonesia menurut teks!;C1-Mengingat
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;"Jelaskan mengapa diferensiasi sosial disebut sebagai penggolongan ""horizontal""!";C2-Memahami
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Apa perbedaan mendasar antara diferensiasi berdasarkan Suku Bangsa dan Ras?;C2-Memahami
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Jelaskan perbedaan antara klan patrilineal dan matrilineal!;C2-Memahami
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Mengapa diferensiasi berdasarkan Profesi (misal: guru dan dokter) dianggap setara dan tidak menunjukkan tingkatan?;C2-Memahami
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Apa saja unsur-unsur yang membentuk sebuah Suku Bangsa (Etnis)?;C2-Memahami
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Seseorang memiliki marga Siregar yang didapat dari ayahnya. Terapkan konteks, ia termasuk dalam sistem klan apa?;C3-Menerapkan
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Penggolongan masyarakat di Papua berdasarkan warna kulit gelap dan rambut ikal (ras Melanesoid). Terapkan konteks, ini adalah diferensiasi berdasarkan apa?;C3-Menerapkan
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Sekelompok orang Batak memiliki kesamaan sejarah, budaya, dan bahasa. Terapkan konteks, ini adalah diferensiasi berdasarkan apa?;C3-Menerapkan
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Masyarakat Minangkabau menggunakan garis keturunan ibu untuk warisan. Terapkan konteks, ini adalah contoh klan apa?;C3-Menerapkan
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Penggolongan masyarakat menjadi petani, nelayan, dan guru. Terapkan konteks, ini adalah diferensiasi berdasarkan apa?;C3-Menerapkan
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;"Analisislah mengapa ""Agama"" dikategorikan sebagai diferensiasi (setara) dan bukan stratifikasi (bertingkat)!";C4-Menganalisis
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Bandingkan kriteria Suku Bangsa dan kriteria Klan. Manakah yang cakupannya lebih luas (budaya, bahasa) dan manakah yang lebih sempit (garis keturunan)?;C4-Menganalisis
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Analisislah hubungan antara Suku Bangsa dan Agama. Mungkinkah satu Suku Bangsa memiliki beragam Agama?;C4-Menganalisis
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;"Analisislah mengapa ""Ras"" (ciri fisik) adalah kriteria yang paling terlihat secara visual (fenotipe) dibandingkan kriteria lain!";C4-Menganalisis
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Bandingkan Ras Malayan-Mongoloid dan Kaukasoid. Apa perbedaan ciri fisik (fenotipe) utama di antara keduanya (tersirat dalam definisi ras)?;C4-Menganalisis
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Evaluasilah, di antara lima kriteria (Suku Bangsa, Ras, Klan, Agama, Profesi), manakah yang menurut Anda paling rawan memicu konflik jika tidak dikelola dengan baik?;C5-Mengevaluasi
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Konteks menyebut profesi (guru, dokter) dianggap setara. Evaluasilah, apakah dalam kenyataan sosial (di luar konteks ini) semua profesi benar-benar dianggap setara?;C5-Mengevaluasi
