source,target,relation,weight
faktor eksternal (kebudayaan dan pekerjaan),teori perilaku konsumen,successor,1
faktor eksternal (kebudayaan dan pekerjaan),"kegiatan ekonomi (produksi, distribusi, konsumsi)",peer,1
faktor eksternal (kebudayaan dan pekerjaan),tujuan konsumsi (menjaga status sosial),peer,1
q_d0219a87f1,menganalisis,requires_method,1
jenis-jenis kegiatan ekonomi,"kegiatan ekonomi (produksi, distribusi, konsumsi)",prerequisite,1
jenis-jenis kegiatan ekonomi,tujuan konsumsi (menjaga status sosial),prerequisite,1
jenis-jenis kegiatan ekonomi,faktor eksternal (kebudayaan dan pekerjaan),prerequisite,1
jenis-jenis kegiatan ekonomi,tujuan produksi perusahaan,prerequisite,1
jenis-jenis kegiatan ekonomi,tujuan produksi masyarakat,prerequisite,1
jenis-jenis kegiatan ekonomi,konflik tujuan ekonomi,prerequisite,1
jenis-jenis kegiatan ekonomi,kegiatan produksi,prerequisite,1
jenis-jenis kegiatan ekonomi,faktor produksi,prerequisite,1
jenis-jenis kegiatan ekonomi,produksi barang,prerequisite,1
jenis-jenis kegiatan ekonomi,produksi kompos,prerequisite,1
produksi dan konsumsi,"kegiatan ekonomi (produksi, distribusi, konsumsi)",prerequisite,1
produksi dan konsumsi,tujuan konsumsi (menjaga status sosial),prerequisite,1
produksi dan konsumsi,faktor eksternal (kebudayaan dan pekerjaan),prerequisite,1
masyarakat jaringan dan teori,masyarakat jaringan (network society),has_concept,1
masyarakat jaringan dan teori,the rise of the network society,has_concept,1
masyarakat jaringan dan teori,prinsip respect (ribble),has_concept,1
masyarakat jaringan (network society),q_a3d4ce5c8e,has_question,1
masyarakat jaringan (network society),teori masyarakat informasi,successor,1
masyarakat jaringan (network society),struktur sosial digital,successor,1
masyarakat jaringan (network society),the rise of the network society,peer,1
masyarakat jaringan (network society),prinsip respect (ribble),peer,1
the rise of the network society,q_a3d4ce5c8e,has_question,1
the rise of the network society,teori masyarakat informasi,successor,1
the rise of the network society,struktur sosial digital,successor,1
the rise of the network society,masyarakat jaringan (network society),peer,1
the rise of the network society,prinsip respect (ribble),peer,1
prinsip respect (ribble),q_a3d4ce5c8e,has_question,1
prinsip respect (ribble),teori masyarakat informasi,successor,1
prinsip respect (ribble),struktur sosial digital,successor,1
prinsip respect (ribble),masyarakat jaringan (network society),peer,1
prinsip respect (ribble),the rise of the network society,peer,1
q_a3d4ce5c8e,menganalisis,requires_method,1
perubahan kurikulum pendidikan,"perubahan kurikulum (kbk, ktsp, k-13)",has_concept,1
perubahan kurikulum pendidikan,tujuan perubahan kurikulum,has_concept,1
"perubahan kurikulum (kbk, ktsp, k-13)",q_d2242e8f74,has_question,1
"perubahan kurikulum (kbk, ktsp, k-13)",implementasi kurikulum,successor,1
"perubahan kurikulum (kbk, ktsp, k-13)",evaluasi kurikulum,successor,1
"perubahan kurikulum (kbk, ktsp, k-13)",tujuan perubahan kurikulum,peer,1
tujuan perubahan kurikulum,q_d2242e8f74,has_question,1
tujuan perubahan kurikulum,implementasi kurikulum,successor,1
tujuan perubahan kurikulum,evaluasi kurikulum,successor,1
tujuan perubahan kurikulum,"perubahan kurikulum (kbk, ktsp, k-13)",peer,1
q_d2242e8f74,menganalisis,requires_method,1
dampak penghapusan pendidikan dualisme,penghapusan sistem pendidikan dualisme,has_concept,1
dampak penghapusan pendidikan dualisme,dampak terhadap struktur sosial,has_concept,1
dampak penghapusan pendidikan dualisme,analisis dampak positif dan negatif,has_concept,1
penghapusan sistem pendidikan dualisme,q_bf456ea0e3,has_question,1
penghapusan sistem pendidikan dualisme,dampak kebijakan pendidikan jepang,successor,1
penghapusan sistem pendidikan dualisme,struktur sosial masyarakat indonesia pasca-pendudukan,successor,1
penghapusan sistem pendidikan dualisme,dampak terhadap struktur sosial,peer,1
penghapusan sistem pendidikan dualisme,analisis dampak positif dan negatif,peer,1
dampak terhadap struktur sosial,q_bf456ea0e3,has_question,1
dampak terhadap struktur sosial,dampak kebijakan pendidikan jepang,successor,1
dampak terhadap struktur sosial,struktur sosial masyarakat indonesia pasca-pendudukan,successor,1
dampak terhadap struktur sosial,penghapusan sistem pendidikan dualisme,peer,1
dampak terhadap struktur sosial,analisis dampak positif dan negatif,peer,1
analisis dampak positif dan negatif,q_bf456ea0e3,has_question,1
analisis dampak positif dan negatif,dampak kebijakan pendidikan jepang,successor,1
analisis dampak positif dan negatif,struktur sosial masyarakat indonesia pasca-pendudukan,successor,1
analisis dampak positif dan negatif,penghapusan sistem pendidikan dualisme,peer,1
analisis dampak positif dan negatif,dampak terhadap struktur sosial,peer,1
q_bf456ea0e3,menganalisis,requires_method,1
sistem pendidikan dualisme di indonesia,penghapusan sistem pendidikan dualisme,prerequisite,1
sistem pendidikan dualisme di indonesia,dampak terhadap struktur sosial,prerequisite,1
sistem pendidikan dualisme di indonesia,analisis dampak positif dan negatif,prerequisite,1
faktor pendorong interaksi sosial budaya,faktor geografis,has_concept,1
faktor pendorong interaksi sosial budaya,perdagangan,has_concept,1
faktor pendorong interaksi sosial budaya,aspek sosial budaya,has_concept,1
faktor geografis,q_28e2171068,has_question,1
faktor geografis,dampak interaksi sosial budaya,successor,1
faktor geografis,peran jalur perdagangan,successor,1
faktor geografis,perdagangan,peer,1
faktor geografis,aspek sosial budaya,peer,1
perdagangan,q_28e2171068,has_question,1
perdagangan,dampak interaksi sosial budaya,successor,1
perdagangan,peran jalur perdagangan,successor,1
perdagangan,faktor geografis,peer,1
perdagangan,aspek sosial budaya,peer,1
aspek sosial budaya,q_28e2171068,has_question,1
aspek sosial budaya,dampak interaksi sosial budaya,successor,1
aspek sosial budaya,peran jalur perdagangan,successor,1
aspek sosial budaya,faktor geografis,peer,1
aspek sosial budaya,perdagangan,peer,1
q_28e2171068,menganalisis,requires_method,1
sosiologi/integrasi sosial,ancaman politik identitas terhadap integrasi sosial,has_subtopic,1
ancaman politik identitas terhadap integrasi sosial,harmoni sosial,has_concept,1
ancaman politik identitas terhadap integrasi sosial,politik identitas,has_concept,1
ancaman politik identitas terhadap integrasi sosial,integrasi sosial,has_concept,1
ancaman politik identitas terhadap integrasi sosial,persatuan,has_concept,1
politik identitas,q_2955f1ef56,has_question,1
politik identitas,strategi pencegahan perpecahan,successor,1
politik identitas,konflik sosial,successor,1
politik identitas,harmoni sosial,peer,1
politik identitas,integrasi sosial,peer,1
politik identitas,persatuan,peer,1
persatuan,q_2955f1ef56,has_question,1
persatuan,strategi pencegahan perpecahan,successor,1
persatuan,konflik sosial,successor,1
persatuan,harmoni sosial,peer,1
persatuan,politik identitas,peer,1
persatuan,integrasi sosial,peer,1
q_2955f1ef56,menganalisis,requires_method,1
kebijakan referendum timor timur,q_3fa0ea39fe,has_question,1
kebijakan referendum timor timur,dampak kebijakan reformasi,successor,1
kebijakan referendum timor timur,kebijakan politik pasca-reformasi,successor,1
kebijakan referendum timor timur,citra presiden b.j. habibie,peer,1
citra presiden b.j. habibie,q_3fa0ea39fe,has_question,1
citra presiden b.j. habibie,dampak kebijakan reformasi,successor,1
citra presiden b.j. habibie,kebijakan politik pasca-reformasi,successor,1
citra presiden b.j. habibie,kebijakan referendum timor timur,peer,1
q_3fa0ea39fe,menganalisis,requires_method,1
peran b.j. habibie,kebijakan referendum timor timur,prerequisite,1
peran b.j. habibie,citra presiden b.j. habibie,prerequisite,1
hubungan konferensi kolombo dan asia-afrika,konferensi kolombo (1954),has_concept,1
hubungan konferensi kolombo dan asia-afrika,konferensi asia-afrika (1955),has_concept,1
hubungan konferensi kolombo dan asia-afrika,politik luar negeri bebas aktif,has_concept,1
konferensi kolombo (1954),q_19a4d46143,has_question,1
konferensi kolombo (1954),dampak gerakan non-blok,successor,1
konferensi kolombo (1954),konferensi asia-afrika (1955),peer,1
konferensi kolombo (1954),politik luar negeri bebas aktif,peer,1
konferensi asia-afrika (1955),q_19a4d46143,has_question,1
konferensi asia-afrika (1955),dampak gerakan non-blok,successor,1
konferensi asia-afrika (1955),konferensi kolombo (1954),peer,1
konferensi asia-afrika (1955),politik luar negeri bebas aktif,peer,1
q_19a4d46143,menganalisis,requires_method,1
dampak langsung perubahan iklim,q_c4e7bb524f,has_question,1
dampak langsung perubahan iklim,mitigasi perubahan iklim,successor,1
dampak langsung perubahan iklim,adaptasi terhadap perubahan iklim,successor,1
dampak langsung perubahan iklim,dampak tidak langsung perubahan iklim,peer,1
dampak langsung perubahan iklim,cuaca ekstrem,peer,1
dampak langsung perubahan iklim,penyakit akibat perubahan iklim,peer,1
dampak tidak langsung perubahan iklim,q_c4e7bb524f,has_question,1
dampak tidak langsung perubahan iklim,mitigasi perubahan iklim,successor,1
dampak tidak langsung perubahan iklim,adaptasi terhadap perubahan iklim,successor,1
dampak tidak langsung perubahan iklim,dampak langsung perubahan iklim,peer,1
dampak tidak langsung perubahan iklim,cuaca ekstrem,peer,1
dampak tidak langsung perubahan iklim,penyakit akibat perubahan iklim,peer,1
cuaca ekstrem,q_c4e7bb524f,has_question,1
cuaca ekstrem,mitigasi perubahan iklim,successor,1
cuaca ekstrem,adaptasi terhadap perubahan iklim,successor,1
cuaca ekstrem,dampak langsung perubahan iklim,peer,1
cuaca ekstrem,dampak tidak langsung perubahan iklim,peer,1
cuaca ekstrem,penyakit akibat perubahan iklim,peer,1
penyakit akibat perubahan iklim,q_c4e7bb524f,has_question,1
penyakit akibat perubahan iklim,mitigasi perubahan iklim,successor,1
penyakit akibat perubahan iklim,adaptasi terhadap perubahan iklim,successor,1
penyakit akibat perubahan iklim,dampak langsung perubahan iklim,peer,1
penyakit akibat perubahan iklim,dampak tidak langsung perubahan iklim,peer,1
penyakit akibat perubahan iklim,cuaca ekstrem,peer,1
q_c4e7bb524f,menganalisis,requires_method,1
ekonomi keuangan,sebab akibat uang,has_subtopic,1
sebab akibat uang,sistem barter,has_concept,1
sebab akibat uang,penciptaan uang,has_concept,1
sebab akibat uang,alat tukar,has_concept,1
penciptaan uang,q_345292f5b8,has_question,1
penciptaan uang,fungsi uang,successor,1
penciptaan uang,jenis-jenis uang,successor,1
penciptaan uang,sistem barter,peer,1
penciptaan uang,alat tukar,peer,1
alat tukar,q_345292f5b8,has_question,1
alat tukar,fungsi uang,successor,1
alat tukar,jenis-jenis uang,successor,1
alat tukar,sistem barter,peer,1
alat tukar,penciptaan uang,peer,1
q_345292f5b8,menganalisis,requires_method,1
interaksi ekspor impor pelaku ekonomi,ekspor,has_concept,1
interaksi ekspor impor pelaku ekonomi,impor,has_concept,1
interaksi ekspor impor pelaku ekonomi,pelaku ekonomi dalam negeri,has_concept,1
interaksi ekspor impor pelaku ekonomi,masyarakat luar negeri,has_concept,1
pelaku ekonomi dalam negeri,q_39b9af6bc0,has_question,1
pelaku ekonomi dalam negeri,kegiatan ekonomi internasional,successor,1
pelaku ekonomi dalam negeri,model interaksi ekonomi global,successor,1
pelaku ekonomi dalam negeri,ekspor,peer,1
pelaku ekonomi dalam negeri,impor,peer,1
pelaku ekonomi dalam negeri,masyarakat luar negeri,peer,1
masyarakat luar negeri,q_39b9af6bc0,has_question,1
masyarakat luar negeri,kegiatan ekonomi internasional,successor,1
masyarakat luar negeri,model interaksi ekonomi global,successor,1
masyarakat luar negeri,ekspor,peer,1
masyarakat luar negeri,impor,peer,1
masyarakat luar negeri,pelaku ekonomi dalam negeri,peer,1
q_39b9af6bc0,menganalisis,requires_method,1
peran rumah tangga konsumen (rtk),ekspor,prerequisite,1
peran rumah tangga konsumen (rtk),impor,prerequisite,1
peran rumah tangga konsumen (rtk),pelaku ekonomi dalam negeri,prerequisite,1
peran rumah tangga konsumen (rtk),masyarakat luar negeri,prerequisite,1
peran pemerintah,ekspor,prerequisite,1
peran pemerintah,impor,prerequisite,1
peran pemerintah,pelaku ekonomi dalam negeri,prerequisite,1
peran pemerintah,masyarakat luar negeri,prerequisite,1
peran komponen biotik dan abiotik,lingkungan biotik,has_concept,1
peran komponen biotik dan abiotik,lingkungan abiotik,has_concept,1
peran komponen biotik dan abiotik,siklus kehidupan ekosistem,has_concept,1
lingkungan biotik,q_785c3f15d4,has_question,1
lingkungan biotik,interaksi dalam ekosistem,successor,1
lingkungan biotik,keberlanjutan ekosistem,successor,1
lingkungan biotik,lingkungan abiotik,peer,1
lingkungan biotik,siklus kehidupan ekosistem,peer,1
siklus kehidupan ekosistem,q_785c3f15d4,has_question,1
siklus kehidupan ekosistem,interaksi dalam ekosistem,successor,1
siklus kehidupan ekosistem,keberlanjutan ekosistem,successor,1
siklus kehidupan ekosistem,lingkungan biotik,peer,1
siklus kehidupan ekosistem,lingkungan abiotik,peer,1
q_785c3f15d4,menganalisis,requires_method,1
definisi ekologi,lingkungan biotik,prerequisite,1
definisi ekologi,lingkungan abiotik,prerequisite,1
definisi ekologi,siklus kehidupan ekosistem,prerequisite,1
hubungan literasi finansial dan jasa keuangan ilegal,literasi finansial,has_concept,1
hubungan literasi finansial dan jasa keuangan ilegal,jasa keuangan ilegal,has_concept,1
hubungan literasi finansial dan jasa keuangan ilegal,gaya hidup konsumtif,has_concept,1
hubungan literasi finansial dan jasa keuangan ilegal,risiko kerugian,has_concept,1
jasa keuangan ilegal,q_167d1d0712,has_question,1
jasa keuangan ilegal,dampak jasa keuangan ilegal,successor,1
jasa keuangan ilegal,strategi peningkatan literasi finansial,successor,1
jasa keuangan ilegal,literasi finansial,peer,1
jasa keuangan ilegal,gaya hidup konsumtif,peer,1
jasa keuangan ilegal,risiko kerugian,peer,1
risiko kerugian,q_167d1d0712,has_question,1
risiko kerugian,dampak jasa keuangan ilegal,successor,1
risiko kerugian,strategi peningkatan literasi finansial,successor,1
risiko kerugian,literasi finansial,peer,1
risiko kerugian,jasa keuangan ilegal,peer,1
risiko kerugian,gaya hidup konsumtif,peer,1
q_167d1d0712,analisis sebab-akibat,requires_method,1
pemahaman pengelolaan keuangan,literasi finansial,prerequisite,2
pemahaman pengelolaan keuangan,jasa keuangan ilegal,prerequisite,1
pemahaman pengelolaan keuangan,gaya hidup konsumtif,prerequisite,2
pemahaman pengelolaan keuangan,risiko kerugian,prerequisite,1
pemahaman pengelolaan keuangan,skala prioritas,prerequisite,1
pemahaman pengelolaan keuangan,pengelolaan keuangan,prerequisite,1
neraca pembayaran dan pendapatan,pendapatan primer,has_concept,1
neraca pembayaran dan pendapatan,pendapatan sekunder,has_concept,1
neraca pembayaran dan pendapatan,transaksi berjalan,has_concept,1
pendapatan primer,q_98512eae1b,has_question,1
pendapatan primer,komponen neraca pembayaran lainnya,successor,1
pendapatan primer,pendapatan sekunder,peer,1
pendapatan primer,transaksi berjalan,peer,1
pendapatan sekunder,q_98512eae1b,has_question,1
pendapatan sekunder,komponen neraca pembayaran lainnya,successor,1
pendapatan sekunder,pendapatan primer,peer,1
pendapatan sekunder,transaksi berjalan,peer,1
q_98512eae1b,menganalisis,requires_method,1
ekonomi dan kesejahteraan sosial,keterkaitan rasio gini dan kemiskinan,has_subtopic,1
keterkaitan rasio gini dan kemiskinan,rasio gini,has_concept,1
keterkaitan rasio gini dan kemiskinan,ketimpangan ekonomi,has_concept,1
keterkaitan rasio gini dan kemiskinan,kemiskinan,has_concept,1
keterkaitan rasio gini dan kemiskinan,data statistik bps,has_concept,1
data statistik bps,q_6409396408,has_question,1
data statistik bps,pengukuran indikator kemiskinan lainnya,successor,1
data statistik bps,kebijakan pengentasan ketimpangan,successor,1
data statistik bps,rasio gini,peer,1
data statistik bps,ketimpangan ekonomi,peer,1
data statistik bps,kemiskinan,peer,1
q_6409396408,menganalisis,requires_method,1
definisi rasio gini,rasio gini,prerequisite,1
definisi rasio gini,ketimpangan ekonomi,prerequisite,1
definisi rasio gini,kemiskinan,prerequisite,1
definisi rasio gini,data statistik bps,prerequisite,1
fusi partai politik,q_7e4a398f83,has_question,1
fusi partai politik,repelita,successor,1
fusi partai politik,dwifungsi abri,successor,1
fusi partai politik,kemenangan golkar,peer,1
fusi partai politik,trilogi pembangunan,peer,1
fusi partai politik,stabilitas politik,peer,1
kemenangan golkar,q_7e4a398f83,has_question,1
kemenangan golkar,repelita,successor,1
kemenangan golkar,dwifungsi abri,successor,1
kemenangan golkar,fusi partai politik,peer,1
kemenangan golkar,trilogi pembangunan,peer,1
kemenangan golkar,stabilitas politik,peer,1
q_7e4a398f83,menganalisis,requires_method,1
dampak ekologis,q_89c9a1d12f,has_question,1
dampak ekologis,solusi mitigasi perubahan iklim,successor,1
dampak ekologis,dampak kesehatan,peer,1
dampak ekologis,dampak ekonomis,peer,1
dampak kesehatan,q_89c9a1d12f,has_question,1
dampak kesehatan,solusi mitigasi perubahan iklim,successor,1
dampak kesehatan,dampak ekologis,peer,1
dampak kesehatan,dampak ekonomis,peer,1
dampak ekonomis,q_89c9a1d12f,has_question,1
dampak ekonomis,solusi mitigasi perubahan iklim,successor,1
dampak ekonomis,dampak ekologis,peer,1
dampak ekonomis,dampak kesehatan,peer,1
q_89c9a1d12f,analisis,requires_method,1
pemberontakan prri dan ketidakseimbangan daerah,ketidakseimbangan alokasi dana pembangunan,has_concept,1
pemberontakan prri dan ketidakseimbangan daerah,ketidakpuasan ekonomi daerah,has_concept,1
pemberontakan prri dan ketidakseimbangan daerah,pembentukan dewan militer,has_concept,1
pemberontakan prri dan ketidakseimbangan daerah,pemberontakan prri,has_concept,1
ketidakpuasan ekonomi daerah,q_b0582bab03,has_question,1
ketidakpuasan ekonomi daerah,penyebab dan dampak pemberontakan prri,successor,1
ketidakpuasan ekonomi daerah,struktur pemerintahan pasca-kemerdekaan,successor,1
ketidakpuasan ekonomi daerah,ketidakseimbangan alokasi dana pembangunan,peer,1
ketidakpuasan ekonomi daerah,pembentukan dewan militer,peer,1
ketidakpuasan ekonomi daerah,pemberontakan prri,peer,1
pembentukan dewan militer,q_b0582bab03,has_question,1
pembentukan dewan militer,penyebab dan dampak pemberontakan prri,successor,1
pembentukan dewan militer,struktur pemerintahan pasca-kemerdekaan,successor,1
pembentukan dewan militer,ketidakseimbangan alokasi dana pembangunan,peer,1
pembentukan dewan militer,ketidakpuasan ekonomi daerah,peer,1
pembentukan dewan militer,pemberontakan prri,peer,1
q_b0582bab03,analisis,requires_method,1
era demokrasi liberal (1950-an),ketidakseimbangan alokasi dana pembangunan,prerequisite,1
era demokrasi liberal (1950-an),ketidakpuasan ekonomi daerah,prerequisite,1
era demokrasi liberal (1950-an),pembentukan dewan militer,prerequisite,1
era demokrasi liberal (1950-an),pemberontakan prri,prerequisite,2
era demokrasi liberal (1950-an),ketidakseimbangan pusat-daerah,prerequisite,1
era demokrasi liberal (1950-an),alokasi dana pembangunan,prerequisite,2
era demokrasi liberal (1950-an),pemberontakan prri/di/tii,prerequisite,1
era demokrasi liberal (1950-an),faktor penyebaran konflik,prerequisite,1
era demokrasi liberal (1950-an),ketidakseimbangan relasi pusat dan daerah,prerequisite,1
relasi pusat dan daerah,ketidakseimbangan alokasi dana pembangunan,prerequisite,1
relasi pusat dan daerah,ketidakpuasan ekonomi daerah,prerequisite,1
relasi pusat dan daerah,pembentukan dewan militer,prerequisite,1
relasi pusat dan daerah,pemberontakan prri,prerequisite,1
relasi pusat dan daerah,prri/permesta,prerequisite,1
relasi pusat dan daerah,keadilan alokasi dana,prerequisite,1
relasi pusat dan daerah,otonomi daerah,prerequisite,1
relasi pusat dan daerah,era demokrasi liberal,prerequisite,1
sejarah dan geografi nusantara,pusat pemerintahan awal,has_subtopic,1
pusat pemerintahan awal,perdagangan antarpulau,has_concept,1
pusat pemerintahan awal,lokasi pusat pemerintahan,has_concept,1
pusat pemerintahan awal,wilayah pesisir,has_concept,1
pusat pemerintahan awal,wilayah pedalaman,has_concept,1
lokasi pusat pemerintahan,q_1332338c46,has_question,1
lokasi pusat pemerintahan,struktur pemerintahan kerajaan nusantara,successor,1
lokasi pusat pemerintahan,perdagangan antarpulau,peer,1
lokasi pusat pemerintahan,wilayah pesisir,peer,1
lokasi pusat pemerintahan,wilayah pedalaman,peer,1
wilayah pesisir,q_1332338c46,has_question,1
wilayah pesisir,struktur pemerintahan kerajaan nusantara,successor,1
wilayah pesisir,perdagangan antarpulau,peer,1
wilayah pesisir,lokasi pusat pemerintahan,peer,1
wilayah pesisir,wilayah pedalaman,peer,1
wilayah pedalaman,q_1332338c46,has_question,1
wilayah pedalaman,struktur pemerintahan kerajaan nusantara,successor,1
wilayah pedalaman,perdagangan antarpulau,peer,1
wilayah pedalaman,lokasi pusat pemerintahan,peer,1
wilayah pedalaman,wilayah pesisir,peer,1
q_1332338c46,analisis,requires_method,1
perdagangan internasional nusantara,perdagangan antarpulau,prerequisite,1
perdagangan internasional nusantara,lokasi pusat pemerintahan,prerequisite,1
perdagangan internasional nusantara,wilayah pesisir,prerequisite,1
perdagangan internasional nusantara,wilayah pedalaman,prerequisite,1
perbedaan besaran umk dan ump,upah minimum kabupaten/kota (umk),has_concept,1
perbedaan besaran umk dan ump,upah minimum provinsi (ump),has_concept,1
perbedaan besaran umk dan ump,faktor penentu perbedaan besaran upah,has_concept,1
upah minimum kabupaten/kota (umk),q_34ee4b6572,has_question,1
upah minimum kabupaten/kota (umk),perbandingan kebijakan upah daerah,successor,1
upah minimum kabupaten/kota (umk),sistem penetapan upah,successor,1
upah minimum kabupaten/kota (umk),upah minimum provinsi (ump),peer,2
upah minimum kabupaten/kota (umk),faktor penentu perbedaan besaran upah,peer,1
upah minimum kabupaten/kota (umk),q_b5cdb51dc7,has_question,1
upah minimum kabupaten/kota (umk),perancangan kebijakan upah,successor,1
upah minimum kabupaten/kota (umk),evaluasi kebijakan upah,successor,1
upah minimum kabupaten/kota (umk),faktor penentu perbedaan upah,peer,1
upah minimum kabupaten/kota (umk),analisis sebab-akibat,peer,1
upah minimum provinsi (ump),q_34ee4b6572,has_question,1
upah minimum provinsi (ump),perbandingan kebijakan upah daerah,successor,1
upah minimum provinsi (ump),sistem penetapan upah,successor,1
upah minimum provinsi (ump),upah minimum kabupaten/kota (umk),peer,2
upah minimum provinsi (ump),faktor penentu perbedaan besaran upah,peer,1
upah minimum provinsi (ump),q_0aa0c1e3fa,has_question,1
upah minimum provinsi (ump),analisis kebijakan upah,successor,1
upah minimum provinsi (ump),dampak kebijakan fiskal,successor,1
upah minimum provinsi (ump),pertumbuhan ekonomi,peer,1
upah minimum provinsi (ump),ketersediaan lapangan kerja,peer,1
upah minimum provinsi (ump),pengangguran,peer,1
upah minimum provinsi (ump),q_b5cdb51dc7,has_question,1
upah minimum provinsi (ump),perancangan kebijakan upah,successor,1
upah minimum provinsi (ump),evaluasi kebijakan upah,successor,1
upah minimum provinsi (ump),faktor penentu perbedaan upah,peer,1
upah minimum provinsi (ump),analisis sebab-akibat,peer,1
faktor penentu perbedaan besaran upah,q_34ee4b6572,has_question,1
faktor penentu perbedaan besaran upah,perbandingan kebijakan upah daerah,successor,1
faktor penentu perbedaan besaran upah,sistem penetapan upah,successor,1
faktor penentu perbedaan besaran upah,upah minimum kabupaten/kota (umk),peer,1
faktor penentu perbedaan besaran upah,upah minimum provinsi (ump),peer,1
q_34ee4b6572,analisis,requires_method,1
definisi upah minimum (ump/umk),upah minimum kabupaten/kota (umk),prerequisite,1
definisi upah minimum (ump/umk),upah minimum provinsi (ump),prerequisite,1
definisi upah minimum (ump/umk),faktor penentu perbedaan besaran upah,prerequisite,1
sistem penetapan upah,upah minimum kabupaten/kota (umk),prerequisite,1
sistem penetapan upah,upah minimum provinsi (ump),prerequisite,1
sistem penetapan upah,faktor penentu perbedaan upah,prerequisite,1
sistem penetapan upah,analisis sebab-akibat,prerequisite,1
achieved status,q_f4281ce2f0,has_question,1
achieved status,contoh status sosial,successor,1
achieved status,perbedaan assigned dan achieved status,successor,1
achieved status,status sosial,peer,3
achieved status,assigned status,peer,3
achieved status,q_6dabda8e75,has_question,1
achieved status,peran sosial,successor,2
achieved status,stratifikasi sosial,successor,2
achieved status,q_2391eefacb,has_question,1
achieved status,hubungan antar status sosial,successor,1
q_f4281ce2f0,menganalisis,requires_method,1
hidrosfer dan siklus air,perbandingan manfaat sungai dan rawa-rawa,has_subtopic,1
perbandingan manfaat sungai dan rawa-rawa,manfaat ekonomi sungai,has_concept,1
perbandingan manfaat sungai dan rawa-rawa,manfaat ekologis rawa-rawa,has_concept,1
manfaat ekonomi sungai,q_6c193b6b35,has_question,1
manfaat ekonomi sungai,dampak perubahan tata guna air,successor,1
manfaat ekonomi sungai,pengelolaan sumber daya air,successor,1
manfaat ekonomi sungai,manfaat ekologis rawa-rawa,peer,1
manfaat ekologis rawa-rawa,q_6c193b6b35,has_question,1
manfaat ekologis rawa-rawa,dampak perubahan tata guna air,successor,1
manfaat ekologis rawa-rawa,pengelolaan sumber daya air,successor,1
manfaat ekologis rawa-rawa,manfaat ekonomi sungai,peer,1
q_6c193b6b35,menganalisis,requires_method,1
manfaat sumber daya air,manfaat ekonomi sungai,prerequisite,1
manfaat sumber daya air,manfaat ekologis rawa-rawa,prerequisite,1
hubungan cakupan literasi finansial,"lima cakupan literasi finansial (transaksi, pemasukan, pengeluaran, tabungan, berbagi)",has_concept,1
hubungan cakupan literasi finansial,cakupan keenam (mengenali praktik tidak baik dan kejahatan finansial),has_concept,1
hubungan cakupan literasi finansial,sinergi antar cakupan literasi finansial,has_concept,1
"lima cakupan literasi finansial (transaksi, pemasukan, pengeluaran, tabungan, berbagi)",q_444443afaa,has_question,1
"lima cakupan literasi finansial (transaksi, pemasukan, pengeluaran, tabungan, berbagi)",penerapan literasi finansial untuk pengambilan keputusan keuangan,successor,1
"lima cakupan literasi finansial (transaksi, pemasukan, pengeluaran, tabungan, berbagi)",manajemen risiko keuangan,successor,1
"lima cakupan literasi finansial (transaksi, pemasukan, pengeluaran, tabungan, berbagi)",cakupan keenam (mengenali praktik tidak baik dan kejahatan finansial),peer,1
"lima cakupan literasi finansial (transaksi, pemasukan, pengeluaran, tabungan, berbagi)",sinergi antar cakupan literasi finansial,peer,1
cakupan keenam (mengenali praktik tidak baik dan kejahatan finansial),q_444443afaa,has_question,1
cakupan keenam (mengenali praktik tidak baik dan kejahatan finansial),penerapan literasi finansial untuk pengambilan keputusan keuangan,successor,1
cakupan keenam (mengenali praktik tidak baik dan kejahatan finansial),manajemen risiko keuangan,successor,1
cakupan keenam (mengenali praktik tidak baik dan kejahatan finansial),"lima cakupan literasi finansial (transaksi, pemasukan, pengeluaran, tabungan, berbagi)",peer,1
cakupan keenam (mengenali praktik tidak baik dan kejahatan finansial),sinergi antar cakupan literasi finansial,peer,1
sinergi antar cakupan literasi finansial,q_444443afaa,has_question,1
sinergi antar cakupan literasi finansial,penerapan literasi finansial untuk pengambilan keputusan keuangan,successor,1
sinergi antar cakupan literasi finansial,manajemen risiko keuangan,successor,1
sinergi antar cakupan literasi finansial,"lima cakupan literasi finansial (transaksi, pemasukan, pengeluaran, tabungan, berbagi)",peer,1
sinergi antar cakupan literasi finansial,cakupan keenam (mengenali praktik tidak baik dan kejahatan finansial),peer,1
q_444443afaa,menganalisis,requires_method,1
pemahaman dasar mengenai lima cakupan literasi finansial,"lima cakupan literasi finansial (transaksi, pemasukan, pengeluaran, tabungan, berbagi)",prerequisite,1
pemahaman dasar mengenai lima cakupan literasi finansial,cakupan keenam (mengenali praktik tidak baik dan kejahatan finansial),prerequisite,1
pemahaman dasar mengenai lima cakupan literasi finansial,sinergi antar cakupan literasi finansial,prerequisite,1
keterkaitan pelestarian sumber daya,pelestarian sumber daya udara,has_concept,1
keterkaitan pelestarian sumber daya,pelestarian sumber daya air,has_concept,1
keterkaitan pelestarian sumber daya,pelestarian sumber daya tanah,has_concept,1
keterkaitan pelestarian sumber daya,dampak kerusakan sumber daya,has_concept,1
dampak kerusakan sumber daya,q_4c8aa8a9cf,has_question,1
dampak kerusakan sumber daya,strategi pengelolaan sumber daya berkelanjutan,successor,1
