id,type,label,bloom_level,difficulty,frequency
faktor internal nasionalisme,concept,Faktor Internal Nasionalisme,C6-Mencipta,5.0,2.0
perjuangan ekonomi pribumi,concept,Perjuangan ekonomi pribumi,C3-Menerapkan,3.0,1.0
q_cc0b26ffe9,question,Seorang pedagang pribumi di Laweyan merasa usahanya tersaingi oleh pedagang Tionghoa pada tahun 1911. Berdasarkan kontek,C3-Menerapkan,3.0,
perjuangan melawan kolonialisme,concept,Perjuangan melawan kolonialisme,,,
klasifikasi akun riil,topic_fine,Klasifikasi Akun Riil,,,
transaksi prive,concept,Transaksi Prive,C3-Menerapkan,3.0,1.0
akun riil,concept,Akun Riil,C3-Menerapkan,3.0,1.0
q_9262273770,question,"Jika pemilik sebuah toko mengambil sejumlah uang dari kas untuk keperluan pribadi, ke dalam kategori akun riil manakah t",C3-Menerapkan,3.0,
pengertian akuntansi,concept,Pengertian Akuntansi,,,
pencatatan jurnal,concept,Pencatatan Jurnal,,,
bentuk interaksi sosial,topic_fine,Bentuk Interaksi Sosial,,,
q_f8d546a592,question,"Sebuah tarian modern dikombinasikan dengan musik gamelan tradisional, namun ciri khas keduanya masih terlihat. Fenomena ",C3-Menerapkan,3.0,
peristiwa kekalahan jepang dan dampaknya,topic_fine,Peristiwa Kekalahan Jepang dan Dampaknya,,,
kekalahan jepang,concept,Kekalahan Jepang,C3-Menerapkan,3.0,1.0
pembangkitan semangat kemerdekaan,concept,Pembangkitan Semangat Kemerdekaan,C3-Menerapkan,3.0,1.0
peran penyiar radio,concept,Peran Penyiar Radio,C3-Menerapkan,3.0,1.0
q_64313688d7,question,"Jika Anda seorang penyiar radio pada Agustus 1945 yang baru mendengar berita kekalahan Jepang, bagaimana Anda akan menyu",C3-Menerapkan,3.0,
peristiwa akhir perang dunia ii,concept,Peristiwa akhir Perang Dunia II,,,
program pembangunan pertanian,topic_fine,Program Pembangunan Pertanian,,,
swasembada beras,concept,Swasembada Beras,C3-Menerapkan,3.0,1.0
q_cdd348c014,question,"Pemerintah fokus pada pembangunan pertanian untuk mencapai swasembada beras. Terapkan konteks, ini adalah implementasi d",C3-Menerapkan,3.0,
program repelita,concept,Program Repelita,,,
implementasi kebijakan ekonomi orde baru,concept,Implementasi kebijakan ekonomi Orde Baru,,,
pengembangan kehidupan desa,topic_fine,Pengembangan Kehidupan Desa,,,
tata kehidupan desa,concept,Tata kehidupan desa,C3-Menerapkan,3.0,1.0
unsur vital,concept,Unsur vital,C3-Menerapkan,3.0,1.0
q_e40d880b7d,question,Sebuah program pemerintah bertujuan meningkatkan 'tata kehidupan' di sebuah desa. Kegiatan apa yang relevan untuk diusul,C3-Menerapkan,3.0,
perencanaan pembangunan wilayah,concept,Perencanaan pembangunan wilayah,,,
pertempuran melawan sekutu,topic_fine,Pertempuran melawan Sekutu,,,
peran kolonel soedirman,concept,Peran Kolonel Soedirman,C3-Menerapkan,3.0,1.0
pengusiran sekutu,concept,Pengusiran Sekutu,C3-Menerapkan,3.0,1.0
kedatangan afnei dan nica,concept,Kedatangan AFNEI dan NICA,C5-Mengevaluasi,4.0,3.0
q_77015639b4,question,Sebuah pertempuran dipimpin oleh Kolonel Soedirman untuk mengusir Sekutu. Peristiwa apa yang dimaksud?,C3-Menerapkan,3.0,
latar belakang kedatangan sekutu dan nica,concept,Latar belakang kedatangan Sekutu dan NICA,,,
peran panglima besar sudirman,concept,Peran Panglima Besar Sudirman,,,
manajemen keuangan,topic_coarse,Manajemen Keuangan,,,
ciri-ciri investasi bodong,topic_fine,Ciri-ciri Investasi Bodong,,,
keuntungan,concept,Keuntungan,C3-Menerapkan,3.0,2.0
investasi bodong,concept,Investasi Bodong,C3-Menerapkan,3.0,1.0
q_b48837fba0,question,Seorang teman menawarimu sebuah produk investasi yang menjanjikan keuntungan 50% dalam satu bulan. Berdasarkan ciri-ciri,C3-Menerapkan,3.0,
jenis-jenis investasi yang aman,concept,Jenis-jenis investasi yang aman,,,
komponen pendapatan daerah,topic_fine,Komponen Pendapatan Daerah,,,
anggaran pendapatan dan belanja daerah (apbd),concept,Anggaran Pendapatan dan Belanja Daerah (APBD),C3-Menerapkan,3.0,1.0
pajak daerah dan retribusi daerah,concept,Pajak Daerah dan Retribusi Daerah,C3-Menerapkan,3.0,1.0
q_6dd1c96b5d,question,"Pemerintah daerah memungut biaya parkir di tepi jalan umum. Terapkan konteks, ini termasuk dalam komponen Pendapatan Dae",C3-Menerapkan,3.0,
komponen pendapatan daerah lainnya,concept,Komponen Pendapatan Daerah lainnya,,,
pendapatan transfer,concept,Pendapatan Transfer,C5-Mengevaluasi,4.0,1.0
penggunaan data populasi satwa liar,topic_fine,Penggunaan Data Populasi Satwa Liar,,,
konservasi,concept,Konservasi,C3-Menerapkan,3.0,1.0
kampanye kesadaran publik,concept,Kampanye Kesadaran Publik,C3-Menerapkan,3.0,1.0
data penurunan populasi harimau,concept,Data Penurunan Populasi Harimau,C3-Menerapkan,3.0,1.0
q_a676f0f287,question,"Jika Anda seorang aktivis lingkungan, bagaimana Anda akan menggunakan data penurunan populasi harimau untuk sebuah kampa",C3-Menerapkan,3.0,
strategi komunikasi lingkungan,concept,Strategi Komunikasi Lingkungan,,,
pemerintahan militer dan tenaga kerja,topic_fine,Pemerintahan Militer dan Tenaga Kerja,,,
perintah administratif jepang,concept,Perintah Administratif Jepang,C3-Menerapkan,3.0,1.0
tenaga kerja paksa,concept,Tenaga Kerja Paksa,C3-Menerapkan,3.0,1.0
struktur pemerintahan militer jepang,concept,Struktur Pemerintahan Militer Jepang,C3-Menerapkan,3.0,1.0
peran camat (soncho),concept,Peran Camat (Soncho),C3-Menerapkan,3.0,1.0
q_71075d1f60,question,Seorang camat (Soncho) menerima perintah dari atasannya (Guncho) untuk mengumpulkan data pemuda di wilayahnya. Tunjukkan,C3-Menerapkan,3.0,
latar belakang pendudukan jepang,concept,Latar belakang Pendudukan Jepang,,,
sistem eksploitasi tenaga kerja jepang,concept,Sistem Eksploitasi Tenaga Kerja Jepang,,,
dampak sosial politik pendudukan jepang,concept,Dampak Sosial Politik Pendudukan Jepang,,,
neraca pembayaran transaksi,topic_fine,Neraca Pembayaran Transaksi,,,
transaksi debit,concept,Transaksi Debit,C3-Menerapkan,3.0,1.0
q_54681c2f39,question,Sebuah perusahaan Indonesia mengimpor mesin produksi dari Jepang. Tentukan apakah transaksi ini dicatat sebagai debit at,C3-Menerapkan,3.0,
transaksi kredit,concept,Transaksi Kredit,,,
analisis neraca pembayaran,concept,Analisis Neraca Pembayaran,,,
pembentukan badan keamanan pasca proklamasi,topic_fine,Pembentukan badan keamanan pasca Proklamasi,,,
panitia persiapan kemerdekaan indonesia (ppki),concept,Panitia Persiapan Kemerdekaan Indonesia (PPKI),C3-Menerapkan,3.0,1.0
pembentukan badan keamanan,concept,Pembentukan badan keamanan,C3-Menerapkan,3.0,1.0
fungsi badan keamanan lokal,concept,Fungsi badan keamanan lokal,C3-Menerapkan,3.0,1.0
q_491c355b7d,question,"Sebuah badan keamanan dibentuk hanya untuk menjaga keamanan lokal. Terapkan konteks, badan apa yang dimaksud?",C3-Menerapkan,3.0,
dampak pembangunan terhadap lingkungan,topic_fine,Dampak Pembangunan terhadap Lingkungan,,,
lingkungan buatan,concept,Lingkungan buatan,C3-Menerapkan,3.0,1.0
lingkungan alami,concept,Lingkungan alami,C3-Menerapkan,3.0,1.0
dampak lingkungan,concept,Dampak Lingkungan,C3-Menerapkan,3.0,1.0
q_7c58094ea0,question,Bayangkan sebuah proyek pembangunan sekolah baru. Tunjukkan bagaimana proyek ini menciptakan lingkungan buatan dan berpo,C3-Menerapkan,3.0,
konsep lingkungan hidup,concept,Konsep lingkungan hidup,,,
perjanjian kalijati tahun 1942,topic_fine,Perjanjian Kalijati tahun 1942,,,
perjanjian kalijati,concept,Perjanjian Kalijati,C3-Menerapkan,3.0,1.0
embargo minyak bumi as,concept,Embargo minyak bumi AS,C3-Menerapkan,3.0,1.0
q_3fccac049a,question,"Jika Anda adalah seorang jurnalis pada tahun 1942, tulislah sebuah judul berita yang menggambarkan peristiwa Perjanjian ",C3-Menerapkan,3.0,
sosiologi dan ilmu sosial,topic_coarse,Sosiologi dan Ilmu Sosial,,,
interaksi sosial dan fenomena sosial,topic_fine,Interaksi Sosial dan Fenomena Sosial,,,
fenomena sosial,concept,Fenomena sosial,C3-Menerapkan,3.0,1.0
stigma sosial,concept,Stigma sosial,C3-Menerapkan,3.0,1.0
q_4d3d3c6576,question,"Di sebuah desa, seorang warga yang menerima bantuan sosial sering diejek sebagai 'si miskin' oleh tetangganya. Menurut G",C3-Menerapkan,3.0,
teori interaksi sosial lainnya,concept,Teori interaksi sosial lainnya,,,
ekonomi regional,topic_coarse,Ekonomi Regional,,,
potensi ekonomi,concept,Potensi ekonomi,C3-Menerapkan,3.0,1.0
infrastruktur (jalan dan bandara),concept,Infrastruktur (jalan dan bandara),C3-Menerapkan,3.0,1.0
q_db6a4cede4,question,"Sebuah daerah memiliki potensi ekonomi (misal: pariwisata) yang besar, namun tidak berkembang karena jalan dan bandara t",C3-Menerapkan,3.0,
analisis kebijakan pembangunan,concept,Analisis kebijakan pembangunan,,,
dampak peristiwa penting,topic_fine,Dampak Peristiwa Penting,,,
pengeboman hiroshima,concept,Pengeboman Hiroshima,C3-Menerapkan,3.0,1.0
deklarasi perang uni soviet,concept,Deklarasi Perang Uni Soviet,C3-Menerapkan,3.0,1.0
peran penasihat kaisar,concept,Peran Penasihat Kaisar,C3-Menerapkan,3.0,1.0
q_a1b94933fc,question,"Jika Anda adalah seorang penasihat Kaisar Hirohito, argumen apa yang akan Anda sampaikan setelah mendengar berita pengeb",C3-Menerapkan,3.0,
peristiwa penting perang dunia ii,concept,Peristiwa Penting Perang Dunia II,,,
perkembangan geopolitik pasca-perang,concept,Perkembangan Geopolitik Pasca-Perang,,,
karakteristik komunitas lokal,topic_fine,Karakteristik Komunitas Lokal,,,
sense of belonging,concept,Sense of Belonging,C3-Menerapkan,3.0,1.0
komitmen pada tujuan bersama,concept,Komitmen pada Tujuan Bersama,C3-Menerapkan,3.0,1.0
q_1c4f219fe7,question,Seorang siswa membentuk kelompok belajar online untuk persiapan ujian. Terapkan karakteristik komunitas yang dijelaskan ,C3-Menerapkan,3.0,
q_ecc90ae305,question,Pembangunan jalan tol baru yang didanai oleh APBN merupakan contoh penerapan dari fungsi APBN yang mana? Jelaskan alasan,C3-Menerapkan,3.0,
faktor peningkatan interaksi wilayah,topic_fine,Faktor Peningkatan Interaksi Wilayah,,,
q_4dc2d26422,question,Jika pemerintah membangun jalan tol yang menghubungkan Kabupaten Brebes dan Kabupaten Wonosobo sehingga waktu tempuh men,C3-Menerapkan,3.0,
perbedaan potensi dan kebutuhan antarwilayah,concept,Perbedaan Potensi dan Kebutuhan Antarwilayah,,,
saling memenuhi kebutuhan,concept,Saling Memenuhi Kebutuhan,,,
proyek pemerintah di masa demokrasi terpimpin,topic_fine,Proyek Pemerintah di Masa Demokrasi Terpimpin,,,
kondisi ekonomi sulit,concept,Kondisi ekonomi sulit,C3-Menerapkan,3.0,1.0
proyek politik mercusuar,concept,Proyek Politik Mercusuar,C3-Menerapkan,3.0,2.0
penggunaan devisa,concept,Penggunaan devisa,C3-Menerapkan,3.0,1.0
q_044d19233d,question,"Pemerintah membangun stadion megah (seperti Asian Games) di tengah kondisi ekonomi sulit. Terapkan konteks, ini adalah c",C3-Menerapkan,3.0,
perkembangan ekonomi masa sukarno,concept,Perkembangan ekonomi masa Sukarno,C4-Menganalisis,4.0,1.0
perbandingan sistem ekonomi,concept,Perbandingan sistem ekonomi,,,
demokrasi parlementer,concept,Demokrasi Parlementer,C6-Mencipta,5.0,4.0
uuds 1950,concept,UUDS 1950,C6-Mencipta,5.0,2.0
peran presiden soekarno,concept,Peran Presiden Soekarno,C3-Menerapkan,3.0,1.0
pembubaran badan pembuat uud,concept,Pembubaran badan pembuat UUD,C3-Menerapkan,3.0,1.0
q_398a48abcb,question,"Presiden Soekarno membubarkan badan pembuat UUD. Terapkan konteks, kebijakan apa yang sedang ia keluarkan?",C3-Menerapkan,3.0,
kualitas sdm dan pelatihan kerja,topic_fine,Kualitas SDM dan Pelatihan Kerja,,,
data angkatan kerja bps 2016,concept,Data Angkatan Kerja BPS 2016,C3-Menerapkan,3.0,1.0
program pelatihan blk,concept,Program Pelatihan BLK,C3-Menerapkan,3.0,1.0
q_518051d51f,question,"Berdasarkan data BPS 2016, sebuah desa mayoritas angkatan kerjanya adalah lulusan SMP. Program pelatihan apa yang cocok ",C3-Menerapkan,3.0,
pemahaman tentang peran sdm dalam ekonomi,concept,Pemahaman tentang peran SDM dalam ekonomi,,,
analisis kebutuhan pelatihan kerja,concept,Analisis kebutuhan pelatihan kerja,,,
perancangan kurikulum pelatihan,concept,Perancangan kurikulum pelatihan,,,
wilayah desa dan kota,topic_coarse,Wilayah Desa dan Kota,,,
penyelesaian perselisihan komunitas,topic_fine,Penyelesaian Perselisihan Komunitas,,,
penyelesaian perselisihan,concept,Penyelesaian Perselisihan,C3-Menerapkan,3.0,1.0
musyawarah adat,concept,Musyawarah Adat,C3-Menerapkan,3.0,1.0
peran tetua,concept,Peran Tetua,C3-Menerapkan,3.0,1.0
q_c197d77c81,question,"Jika sebuah komunitas selalu menyelesaikan perselisihan melalui musyawarah adat yang dipimpin oleh tetua, karakteristik ",C3-Menerapkan,3.0,
karakteristik wilayah desa,concept,Karakteristik Wilayah Desa,,,
perbedaan pengembangan wilayah desa dan kota,concept,Perbedaan Pengembangan Wilayah Desa dan Kota,,,
q_302a5e5317,question,Pemerintah daerah di Sumatra Selatan membangun jalur evakuasi dan sistem peringatan dini tsunami. Tindakan ini merupakan,C3-Menerapkan,3.0,
tiga aspek dinamika bencana,concept,Tiga Aspek Dinamika Bencana,,,
sosiologi pendidikan,topic_coarse,Sosiologi Pendidikan,,,
hambatan integrasi sosial,topic_fine,Hambatan Integrasi Sosial,,,
primordialisme,concept,Primordialisme,C3-Menerapkan,3.0,1.0
integrasi sosial,concept,Integrasi sosial,C4-Menganalisis,4.0,2.0
q_32098d208e,question,Berikan satu contoh konkret bagaimana primordialisme (sikap memegang teguh hal-hal yang dibawa sejak kecil) dapat mengha,C3-Menerapkan,3.0,
konsep integrasi sosial,concept,Konsep Integrasi Sosial,,,
penerapan pelatihan militer dalam perang gerilya,topic_fine,Penerapan pelatihan militer dalam perang gerilya,,,
pelatihan militer peta,concept,Pelatihan militer PETA,C3-Menerapkan,3.0,1.0
penerapan pengetahuan militer,concept,Penerapan pengetahuan militer,C3-Menerapkan,3.0,1.0
q_2a8bbcb6bb,question,"Seandainya Anda adalah seorang pemuda yang baru saja menyelesaikan pelatihan militer di PETA, bagaimana pengetahuan ters",C3-Menerapkan,3.0,
pengetahuan tentang pelatihan militer peta,concept,Pengetahuan tentang pelatihan militer PETA,,,
analisis strategi perang gerilya,concept,Analisis strategi perang gerilya,,,
peran pemuda dalam perjuangan kemerdekaan,concept,Peran pemuda dalam perjuangan kemerdekaan,,,
lokasi geografis,topic_coarse,Lokasi Geografis,,,
lokasi absolut,concept,Lokasi absolut,C3-Menerapkan,3.0,1.0
sistem koordinat garis lintang dan garis bujur,concept,Sistem koordinat garis lintang dan garis bujur,C3-Menerapkan,3.0,1.0
penerapan peta digital,concept,Penerapan peta digital,C3-Menerapkan,3.0,1.0
q_963e2431d3,question,Anda sedang merencanakan perjalanan ke luar kota dan ingin menghindari macet. Bagaimana Anda akan menerapkan fungsi peta,C3-Menerapkan,3.0,
lokasi relatif,concept,Lokasi relatif,,,
demokrasi parlementer 1950-1959,topic_fine,Demokrasi Parlementer 1950-1959,,,
pembentukan kabinet berdasarkan koalisi,concept,Pembentukan kabinet berdasarkan koalisi,C3-Menerapkan,3.0,1.0
ketidakstabilan kabinet,concept,Ketidakstabilan kabinet,C3-Menerapkan,3.0,1.0
q_5a0aa267f2,question,"Sebuah kabinet dibentuk berdasarkan koalisi partai Nasionalis dan Agama. Terapkan konteks, apa risiko utama yang dihadap",C3-Menerapkan,3.0,
stabilitas pemerintahan,concept,Stabilitas Pemerintahan,C5-Mengevaluasi,4.0,1.0
pergantian kabinet,concept,Pergantian kabinet,,,
pendidikan dan psikologi,topic_coarse,Pendidikan dan Psikologi,,,
pendekatan interaksionis dalam pembelajaran,topic_fine,Pendekatan Interaksionis dalam Pembelajaran,,,
pendekatan interaksionis,concept,Pendekatan Interaksionis,C3-Menerapkan,3.0,1.0
intervensi perilaku,concept,Intervensi perilaku,C3-Menerapkan,3.0,1.0
q_b894faa4cd,question,Seorang guru ingin mengatasi masalah siswa yang sering mencontek saat ujian menggunakan pendekatan Interaksionis. Berika,C3-Menerapkan,3.0,
teori pembelajaran sosial,concept,Teori pembelajaran sosial,,,
perencanaan intervensi pendidikan,concept,Perencanaan intervensi pendidikan,,,
jenis kerja sama ekonomi internasional,topic_fine,Jenis Kerja Sama Ekonomi Internasional,,,
bantuan kemanusiaan,concept,Bantuan Kemanusiaan,C3-Menerapkan,3.0,1.0
q_be241193be,question,"Indonesia, sebagai anggota OKI, memberikan bantuan kemanusiaan kepada Palestina. Terapkan pemahaman Anda untuk menentuka",C3-Menerapkan,3.0,
metode pembayaran tagihan listrik,topic_fine,Metode Pembayaran Tagihan Listrik,,,
pembayaran tanpa uang tunai,concept,Pembayaran tanpa uang tunai,C3-Menerapkan,3.0,1.0
metode pembayaran modern,concept,Metode pembayaran modern,C3-Menerapkan,3.0,1.0
q_d9e09e2073,question,"Jika Anda perlu membayar tagihan listrik dari rumah tanpa menggunakan uang tunai, metode pembayaran modern apa yang bisa",C3-Menerapkan,3.0,
pengetahuan tentang sistem perdagangan modern,concept,Pengetahuan tentang sistem perdagangan modern,,,
jenis-jenis pembayaran digital,concept,Jenis-jenis pembayaran digital,,,
teknologi keuangan,concept,Teknologi keuangan,,,
interkoneksi jalur rempah,topic_fine,Interkoneksi Jalur Rempah,,,
melting pot,concept,Melting Pot,C3-Menerapkan,3.0,1.0
pengaruh bahasa sanskerta,concept,Pengaruh Bahasa Sanskerta,C3-Menerapkan,3.0,1.0
q_6c5b46c07a,question,"Seorang siswa menemukan bahwa masakan di daerahnya banyak menggunakan pala dan lada, serta beberapa kata dalam bahasa da",C3-Menerapkan,3.0,
konsep jalur rempah,concept,Konsep Jalur Rempah,,,
pemahaman tentang peran rempah-rempah,concept,Pemahaman tentang peran rempah-rempah,,,
studi budaya dan linguistik nusantara,concept,Studi Budaya dan Linguistik Nusantara,,,
metode pengumpulan masukan siswa,topic_fine,Metode Pengumpulan Masukan Siswa,,,
q_1efbdbb3d0,question,"Jika OSIS di sekolah Anda ingin mengumpulkan masukan dari seluruh siswa mengenai rencana kantin sehat, metode mana yang ",C3-Menerapkan,3.0,
definisi kampanye sosial,concept,Definisi Kampanye Sosial,,,
bentuk partisipasi lainnya,concept,Bentuk Partisipasi Lainnya,,,
ekonomi politik indonesia,topic_coarse,Ekonomi Politik Indonesia,,,
rupiah jatuh drastis,concept,Rupiah jatuh drastis,C3-Menerapkan,3.0,1.0
peran imf,concept,Peran IMF,C3-Menerapkan,3.0,1.0
q_6014ea52d1,question,"Jika nilai tukar Rupiah jatuh dari Rp2.500 ke Rp17.000 per dolar. Terapkan konteks, peristiwa apa yang sedang terjadi? ",C3-Menerapkan,3.0,
teori schumpeter,concept,Teori Schumpeter,C5-Mengevaluasi,5.0,2.0
kebijakan ekonomi,concept,Kebijakan Ekonomi,C3-Menerapkan,3.0,1.0
q_d5b0d930db,question,Pemerintah ingin mendorong pertumbuhan ekonomi dengan menerapkan Teori Schumpeter. Kegiatan atau kelompok masyarakat man,C3-Menerapkan,3.0,
dampak teknologi informasi pada pendidikan,topic_fine,Dampak Teknologi Informasi pada Pendidikan,,,
akses internet di desa terpencil,concept,Akses Internet di Desa Terpencil,C3-Menerapkan,3.0,1.0
peningkatan kualitas hidup pendidikan,concept,Peningkatan Kualitas Hidup Pendidikan,C3-Menerapkan,3.0,1.0
efisiensi pembelajaran,concept,Efisiensi Pembelajaran,C3-Menerapkan,3.0,1.0
pola pikir terbuka,concept,Pola Pikir Terbuka,C3-Menerapkan,3.0,1.0
q_f68d503f7a,question,Sebuah desa terpencil mendapatkan akses internet untuk pertama kalinya. Berikan satu contoh konkret bagaimana hal ini da,C3-Menerapkan,3.0,
konsep perubahan sosial dan dampak teknologi,concept,Konsep perubahan sosial dan dampak teknologi,,,
implementasi teknologi dalam masyarakat,concept,Implementasi teknologi dalam masyarakat,,,
perubahan iklim global,topic_coarse,Perubahan Iklim Global,,,
dampak perubahan iklim di pesisir,topic_fine,Dampak Perubahan Iklim di Pesisir,,,
kenaikan permukaan air laut,concept,Kenaikan permukaan air laut,C6-Mencipta,5.0,3.0
gagal panen garam,concept,Gagal panen garam,C3-Menerapkan,3.0,1.0
q_f898d78e29,question,Seorang petani garam di pesisir Demak mengeluh tambaknya sering gagal panen karena tergenang air laut. Fenomena perubaha,C3-Menerapkan,3.0,
solusi mitigasi dampak perubahan iklim,concept,Solusi mitigasi dampak perubahan iklim,,,
geografi fisik pesisir,concept,Geografi fisik pesisir,,,
perencanaan aksi edukasi,topic_fine,Perencanaan Aksi Edukasi,C3-Menerapkan,3.0,1.0
identifikasi gejala sosial (threats),concept,Identifikasi Gejala Sosial (Threats),C3-Menerapkan,3.0,1.0
pemanfaatan keahlian (strength),concept,Pemanfaatan Keahlian (Strength),C3-Menerapkan,3.0,1.0
q_4b1b0e0d1c,question,Jika sebuah kelompok siswa memiliki keahlian desain grafis (Strength) namun melihat adanya banyak berita hoaks di grup w,C3-Menerapkan,3.0,
pelaksanaan aksi edukasi,concept,Pelaksanaan Aksi Edukasi,,,
monitoring dan evaluasi aksi,concept,Monitoring dan Evaluasi Aksi,,,
penjelasan kebijakan penyerahan hasil panen,topic_fine,Penjelasan Kebijakan Penyerahan Hasil Panen,,,
kebijakan penyerahan wajib hasil panen,concept,Kebijakan Penyerahan Wajib Hasil Panen,C3-Menerapkan,3.0,1.0
narasi propaganda jepang,concept,Narasi Propaganda Jepang,C3-Menerapkan,3.0,1.0
pemimpin desa,concept,Pemimpin Desa,C3-Menerapkan,3.0,1.0
q_31d2e6d6bb,question,Bayangkan Anda adalah seorang pemimpin desa. Bagaimana Anda akan menjelaskan kebijakan penyerahan wajib hasil panen kepa,C3-Menerapkan,3.0,
pemahaman konteks ekspansi jepang,concept,Pemahaman konteks ekspansi Jepang,,,
analisis propaganda politik,concept,Analisis propaganda politik,,,
geografi biologi indonesia,topic_coarse,Geografi Biologi Indonesia,,,
pembagian fauna berdasarkan garis wallace,topic_fine,Pembagian Fauna Berdasarkan Garis Wallace,,,
garis wallace,concept,Garis Wallace,C4-Menganalisis,4.0,3.0
fauna indonesia bagian barat (asiatis),concept,Fauna Indonesia bagian barat (Asiatis),C3-Menerapkan,3.0,1.0
fauna indonesia tengah (peralihan),concept,Fauna Indonesia tengah (Peralihan),C3-Menerapkan,3.0,1.0
fauna indonesia timur (australis),concept,Fauna Indonesia timur (Australis),C3-Menerapkan,3.0,1.0
q_2a27265ec0,question,"Seorang turis melihat orangutan di habitat aslinya. Berdasarkan konsep Garis Wallace, di sebelah mana (barat atau timur)",C3-Menerapkan,3.0,
konsep garis wallace dan pembagian zona fauna,concept,Konsep Garis Wallace dan pembagian zona fauna,,,
konsep garis weber,concept,Konsep Garis Weber,,,
pembagian flora indonesia,concept,Pembagian flora Indonesia,,,
masa transisi pasca-g30s,topic_fine,Masa Transisi Pasca-G30S,,,
pidato nawaksara,concept,Pidato Nawaksara,C3-Menerapkan,3.0,1.0
mprs,concept,MPRS,C3-Menerapkan,3.0,1.0
supersemar,concept,Supersemar,C6-Mencipta,5.0,2.0
q_b6a6b47046,question,"Presiden Soekarno menyampaikan pidato Nawaksara di depan MPRS. Terapkan konteks, apa yang sedang dilakukan Soekarno?",C3-Menerapkan,3.0,
g30s,concept,G30S,,,
masa transisi 1966-1967,concept,Masa Transisi 1966-1967,,,
tap mprs no. ix/1966,concept,Tap MPRS No. IX/1966,,,
perhitungan keuntungan investasi,topic_fine,Perhitungan Keuntungan Investasi,,,
harga beli,concept,Harga Beli,C3-Menerapkan,3.0,1.0
harga jual,concept,Harga Jual,C3-Menerapkan,3.0,1.0
q_4a36450540,question,"Budi membeli emas batangan seberat 2 gram dengan harga Rp950.000 per gram. Dua tahun kemudian, ia menjual seluruh emasny",C3-Menerapkan,3.0,
perhitungan matematis,method,Perhitungan matematis,,,
konsep dasar investasi,concept,Konsep dasar investasi,,,
jenis-jenis instrumen investasi,concept,Jenis-jenis Instrumen Investasi,,,
pengelolaan pinjaman luar negeri,topic_fine,Pengelolaan Pinjaman Luar Negeri,,,
pengelolaan utang luar negeri,concept,Pengelolaan Utang Luar Negeri,C3-Menerapkan,3.0,1.0
q_ca131bb21c,question,"Bayangkan Anda adalah gubernur bank sentral. Berdasarkan teks, bagaimana Anda akan mengarahkan penggunaan pinjaman luar ",C3-Menerapkan,3.0,
kebijakan moneter indonesia,concept,Kebijakan Moneter Indonesia,,,
asas penataan ruang untuk lingkungan,topic_fine,Asas Penataan Ruang untuk Lingkungan,,,
perencanaan tata ruang,concept,Perencanaan Tata Ruang,C3-Menerapkan,3.0,1.0
pengelolaan ruang optimal,concept,Pengelolaan Ruang Optimal,C3-Menerapkan,3.0,1.0
q_7c6f585786,question,"Jika sebuah komunitas ingin memastikan pembangunan di wilayahnya tidak merusak lingkungan, asas penataan ruang manakah y",C3-Menerapkan,3.0,
jenis-jenis asas penataan ruang,concept,Jenis-jenis Asas Penataan Ruang,,,
implementasi perencanaan tata ruang,concept,Implementasi Perencanaan Tata Ruang,,,
perhitungan penghasilan kotor dan bersih,topic_fine,Perhitungan Penghasilan Kotor dan Bersih,,,
penghasilan kotor,concept,Penghasilan Kotor,C3-Menerapkan,3.0,1.0
penghasilan bersih,concept,Penghasilan Bersih,C3-Menerapkan,3.0,1.0
pengurangan biaya (asuransi),concept,Pengurangan Biaya (Asuransi),C3-Menerapkan,3.0,1.0
q_bad1623f7b,question,"Budi mendapatkan penghasilan dari kerja sambilan sebesar Rp 500.000. Sebelum ia menerima uang tersebut, perusahaan memot",C3-Menerapkan,3.0,
aritmatika dasar,method,Aritmatika dasar,,,
konsep dasar penghitungan keuangan,concept,Konsep dasar penghitungan keuangan,,,
konsep pajak penghasilan,concept,Konsep pajak penghasilan,,,
implementasi paradigma agropolitan,topic_fine,Implementasi Paradigma Agropolitan,,,
paradigma agropolitan,concept,Paradigma Agropolitan,C3-Menerapkan,3.0,1.0
peningkatan pendapatan,concept,Peningkatan Pendapatan,C3-Menerapkan,3.0,1.0
penyediaan fasilitas,concept,Penyediaan Fasilitas,C3-Menerapkan,3.0,1.0
pemerataan desa kota,concept,Pemerataan Desa Kota,C3-Menerapkan,3.0,1.0
q_eec132f3d9,question,"Jika Anda seorang kepala desa yang ingin menerapkan prinsip paradigma agropolitan, program apa yang akan Anda usulkan un",C3-Menerapkan,3.0,
paradigma pengembangan wilayah baru,concept,Paradigma pengembangan wilayah baru,,,
dampak perubahan iklim pada pertanian,topic_fine,Dampak Perubahan Iklim pada Pertanian,,,
pola hujan tidak teratur,concept,Pola Hujan Tidak Teratur,C3-Menerapkan,3.0,1.0
sistem tadah hujan,concept,Sistem Tadah Hujan,C3-Menerapkan,3.0,1.0
dampak pada petani,concept,Dampak pada Petani,C3-Menerapkan,3.0,1.0
q_edf613f6b1,question,"Berdasarkan informasi bahwa perubahan iklim menyebabkan pola hujan tidak teratur, tunjukkan potensi masalah yang akan di",C3-Menerapkan,3.0,
konsep sistem tadah hujan,concept,Konsep Sistem Tadah Hujan,,,
adaptasi terhadap perubahan iklim,concept,Adaptasi terhadap perubahan iklim,,,
