Konteks;Pertanyaan;Level Kognitif
"Neraca pembayaran, menurut International Monetary Fund (IMF), adalah catatan sistematis dari semua transaksi ekonomi internasional suatu negara dengan negara lain dalam periode tertentu. Transaksi ini melibatkan penduduk dan non-penduduk, mencakup barang, jasa, pendapatan, transfer, serta kewajiban finansial. Pencatatan dalam neraca pembayaran terbagi menjadi dua jenis. Pertama, transaksi debit, yaitu transaksi yang menimbulkan kewajiban pembayaran ke luar negeri (aliran dana keluar). Contohnya adalah kegiatan impor, investasi penduduk ke luar negeri, pengeluaran uang ke luar negeri, pemberian hibah, dan pembelian saham dari luar negeri. Kedua, transaksi kredit, yaitu transaksi yang membuat negara menerima pembayaran dari luar negeri (aliran dana masuk). Contohnya meliputi kegiatan ekspor, pendapatan investasi dari luar negeri, penerimaan uang atau hibah dari luar negeri, dan penjualan saham ke luar negeri. Menurut Bank Indonesia, tujuan penyusunan neraca pembayaran adalah untuk: 1) Memberi informasi posisi pembayaran internasional kepada pemerintah, 2) Membantu penetapan kebijakan fiskal, moneter, dan perdagangan, 3) Mengukur utang dan piutang negara, serta 4) Mengukur kondisi ekonomi dan posisi keuangan internasional. Neraca pembayaran Indonesia memiliki tiga komponen utama. Pertama, Transaksi Berjalan (Current Account) yang terdiri dari: a) Neraca Perdagangan (ekspor dan impor barang), yang bisa surplus (ekspor > impor), defisit (ekspor < impor), atau seimbang; b) Neraca Jasa (pariwisata, asuransi); c) Pendapatan Primer (kompensasi tenaga kerja, pendapatan investasi); dan d) Pendapatan Sekunder (misalnya, transfer dari TKI). Kedua, Transaksi Modal, yang mencatat penerimaan dan pembayaran penanaman modal. Ketiga, Transaksi Finansial, yang mencatat investasi langsung (direct investment), investasi portofolio, dan investasi lainnya.";Evaluasi pernyataan ini: 'Surplus neraca pembayaran yang besar selalu menunjukkan bahwa perekonomian suatu negara dalam kondisi sehat.' Setujukah Anda? Berikan argumen.;C5-Mengevaluasi
"Setelah Proklamasi 17 Agustus 1945, langkah krusial pembentukan negara dimulai oleh Panitia Persiapan Kemerdekaan Indonesia (PPKI). Dalam Sidang PPKI I (18 Agustus 1945), tiga keputusan fundamental diambil: (1) Mengesahkan UUD 1945 sebagai konstitusi negara; (2) Mengangkat Soekarno sebagai Presiden dan Moh. Hatta sebagai Wakil Presiden; serta (3) Membentuk Komite Nasional Indonesia Pusat (KNIP) untuk membantu Presiden. Sidang PPKI II (19 Agustus 1945) melanjutkan pembangunan struktur, menetapkan 12 Kementerian dan membagi wilayah Indonesia menjadi 8 Provinsi. Sidang PPKI III (22 Agustus 1945) mengamanatkan pembentukan Komite Nasional di daerah, Partai Nasional Indonesia (PNI) yang awalnya dirancang sebagai partai tunggal, dan Badan Keamanan Rakyat (BKR) sebagai cikal bakal militer. Namun, sistem pemerintahan segera berubah. Maklumat Wakil Presiden No. X (16 Oktober 1945) mengubah fungsi KNIP dari pembantu Presiden menjadi badan legislatif. Perubahan drastis terjadi melalui Maklumat Pemerintah 14 November 1945, yang menggeser sistem pemerintahan dari Presidensial (dipimpin Presiden) menjadi Parlementer (dipimpin Perdana Menteri), dengan Sutan Sjahrir ditunjuk sebagai Perdana Menteri pertama.";Evaluasilah keputusan untuk membagi Indonesia yang sangat luas menjadi hanya 8 Provinsi pada Sidang PPKI II. Apakah ini memadai?;C5-Mengevaluasi
Untuk membangun harmoni sosial, generasi muda memiliki peran penting melalui berbagai bentuk partisipasi. Terdapat empat bentuk kegiatan yang dapat dilakukan, yaitu Menginformasi, Berdialog, Berkolaborasi, dan Pemberdayaan. Namun, pembahasan ini fokus pada dua bentuk pertama. Bentuk pertama, menyebarluaskan informasi, diwujudkan melalui 'kampanye sosial'. Kampanye sosial didefinisikan sebagai gerakan serentak yang bersifat edukatif untuk menyebarluaskan informasi, inovasi, atau ide baru yang dibutuhkan masyarakat, dengan tujuan memberikan penyadaran dan menggerakkan kepedulian publik. Kampanye ini tidak bersifat komersial dan dapat menggunakan media konvensional (seminar, radio, TV) maupun digital (podcast, media sosial dengan tagar). Ciri khasnya adalah komunikasi yang cenderung satu arah, dari penyelenggara ke audiens, dan seringkali melibatkan pihak berwenang atau ahli untuk meningkatkan kredibilitas dan meminimalkan misinformasi. Contohnya adalah kampanye kesadaran lingkungan untuk memilah sampah, kampanye anti-rokok Kemenkes dengan tagar #BeraniBerhenti, dan kampanye anti-hoaks Kominfo dengan tagar #BijakHadapiHoax. Bentuk kedua adalah 'berdialog' yang dilakukan melalui audiensi publik (public hearing). Istilah ini berarti mendengarkan aspirasi yang disampaikan oleh publik atau masyarakat. Tujuannya adalah untuk mengakomodasi kritik dan saran dari masyarakat yang dapat direkomendasikan dalam pembentukan kebijakan baru, sehingga keinginan masyarakat dan kebijakan yang berlaku dapat berjalan selaras. Kegiatan ini dapat berupa musyawarah, Focus Group Discussion (FGD), jajak pendapat, dan rapat dengar pendapat, baik secara langsung maupun melalui media digital. Contohnya adalah rapat dengar pendapat antara pemerintah dengan DPR/DPRD atau antara pemerintah dengan masyarakat untuk menangani masalah sosial tertentu.;Kritiklah gagasan bahwa 'kampanye sosial' cukup untuk membangun harmoni. Argumen apa yang bisa diajukan untuk mendukung pentingnya 'dialog' sebagai pelengkap?;C5-Mengevaluasi
"Untuk membangun harmoni sosial, diperlukan sebuah aksi yang terstruktur melalui empat langkah umum: Pertama, Merencanakan; Kedua, Melaksanakan; Ketiga, Monitoring; dan Keempat, Mengevaluasi. Tahap perencanaan adalah fondasi utama yang dimulai dengan mengidentifikasi gejala sosial di lingkungan sekitar yang berpotensi menimbulkan disintegrasi, seperti ketimpangan, eksklusi, atau diskriminasi. Proses identifikasi ini dilakukan melalui observasi lapangan, membaca berita, dan berdiskusi dengan pihak terkait seperti tokoh masyarakat. Terdapat beberapa contoh isu sosial yang bisa diangkat, dikategorikan menjadi: 1) Lingkungan (pengelolaan sampah, penggunaan lahan); 2) Pendidikan (anak jalanan, buta aksara, perundungan); 3) Ekonomi (kemiskinan, ketimpangan ekonomi, UMKM, pengangguran); dan 4) Sosial Budaya (intoleransi, eksklusivisme, ketimpangan gender). Setelah menemukan isu, langkah selanjutnya adalah merumuskan topik dan menganalisisnya menggunakan SWOT (Strength, Weakness, Opportunities, Threats) untuk menentukan jenis aksi yang relevan dan terjangkau. Analisis SWOT membantu merefleksikan kekuatan/keterampilan yang dimiliki (Strength), hal yang perlu ditingkatkan di masyarakat (Weakness), potensi masyarakat yang bisa dimanfaatkan (Opportunities), dan hambatan yang mungkin dihadapi (Threats). Berdasarkan analisis ini, disusunlah jadwal kegiatan yang terperinci, biasanya mencakup observasi, perencanaan, pelaksanaan, serta evaluasi dan pelaporan. Pada tahap pelaksanaan, aksi dapat berupa kampanye edukasi melalui media seperti radio, podcast, atau video, yang lebih menekankan pada kesiapan penyelenggara. Bentuk aksi lainnya adalah aksi sosial langsung seperti bakti sosial, yang memerlukan koordinasi matang dengan pihak eksternal seperti perangkat desa atau RT/RW. Penting untuk memastikan aksi yang dilakukan relevan dengan kebutuhan masyarakat dan keterjangkauan pelaksana.";Nilailah pentingnya tahap 'Mengevaluasi' dalam keseluruhan proses. Apa konsekuensi jika tahap ini diabaikan setelah aksi selesai dilaksanakan?;C5-Mengevaluasi
Pendudukan Jepang di Indonesia (1942-1945) membawa dampak signifikan di berbagai bidang kehidupan. Di bidang politik, Jepang membubarkan semua organisasi politik yang ada dan menggantinya dengan organisasi bentukan mereka seperti Putera (Pusat Tenaga Rakyat) dan Jawa Hokokai. Struktur pemerintahan dirombak hingga tingkat terkecil dengan sistem Tonarigumi (Rukun Tetangga) yang berfungsi sebagai alat pengawasan. Meskipun kebebasan berpolitik hilang, para tokoh nasionalis mendapatkan pengalaman dalam birokrasi dan pemerintahan. Di bidang ekonomi, Jepang menerapkan sistem ekonomi perang atau autarki, yang menuntut setiap daerah untuk mandiri dan memenuhi kebutuhan perang Jepang. Aset-aset vital seperti perkebunan dan pabrik disita. Kebijakan yang paling menyengsarakan adalah Romusha, sistem kerja paksa untuk membangun infrastruktur perang, yang menyebabkan banyak kematian dan kelaparan. Rakyat juga diwajibkan melakukan setoran padi secara paksa. Dalam bidang sosial-budaya, Jepang menghapuskan budaya Barat dan mewajibkan Seikerei, yaitu ritual membungkuk ke arah Tokyo setiap pagi. Namun, penggunaan bahasa Indonesia sebagai bahasa pengantar secara luas menjadi dampak positif karena mempercepat perkembangannya sebagai bahasa persatuan. Jepang juga membentuk Keimin Bunka Shidoso sebagai pusat kebudayaan untuk mengontrol kesenian agar sejalan dengan propaganda 'Kemakmuran Bersama Asia Timur Raya'. Di bidang pendidikan, sistem dualisme (pendidikan untuk Eropa dan pribumi) dihapuskan dan diganti dengan sistem pendidikan yang setara untuk semua, meskipun kurikulumnya diindoktrinasi dengan ideologi Jepang dan siswa wajib mengikuti latihan fisik (taiso) serta kerja bakti (kinrohoshi). Di bidang militer, Jepang membentuk organisasi semimiliter (Seinendan, Keibodan) dan militer (Heiho, PETA - Pembela Tanah Air) dengan tujuan utama untuk membantu Jepang berperang. Secara tidak terduga, pelatihan militer yang didapat para pemuda Indonesia dalam PETA menjadi modal krusial dan cikal bakal Tentara Nasional Indonesia (TNI) dalam perjuangan mempertahankan kemerdekaan.;Dari seluruh kebijakan yang diterapkan Jepang, manakah yang menurut Anda memberikan dampak jangka panjang paling signifikan bagi Indonesia setelah merdeka? Bidang militer, politik, atau bahasa? Berikan justifikasi.;C5-Mengevaluasi
"Ekonomi digital merujuk pada seluruh kegiatan ekonomi yang memanfaatkan teknologi digital dan internet. Salah satu manifestasi utamanya adalah Financial Technology (Fintech), yaitu inovasi teknologi dalam layanan keuangan untuk meningkatkan efisiensi. Di Indonesia, fintech berkembang pesat dan memiliki beberapa jenis: (1) Crowdfunding, yaitu platform penggalangan dana atau donasi secara online dari banyak orang untuk suatu proyek sosial atau bisnis; (2) Microfinance, layanan yang menjembatani pengusaha mikro (yang sulit mengakses bank) dengan pemilik modal secara digital; dan (3) Peer-to-Peer (P2P) Lending, atau pinjaman online yang menghubungkan langsung pemberi pinjaman dengan peminjam individu/usaha melalui sistem yang mudah dan cepat. Meskipun berpotensi mendorong pertumbuhan ekonomi dan mendukung pengentasan kemiskinan dengan memperluas akses, fintech juga memiliki dampak negatif. Oleh karena itu, Otoritas Jasa Keuangan (OJK) berperan penting mengawasi industri ini untuk melindungi konsumen.";"Konteks menyebut fintech berkembang ""pesat"". Evaluasilah apakah kecepatan perkembangan ini lebih banyak membawa manfaat (""pertumbuhan ekonomi"") atau risiko (""dampak negatif"")?";C5-Mengevaluasi
Pembangunan adalah usaha terencana untuk meningkatkan kualitas kehidupan masyarakat, dan di tingkat negara disebut Pembangunan Nasional. Tujuannya adalah untuk mencapai amanat Pembukaan UUD 1945: melindungi bangsa, memajukan kesejahteraan umum, mencerdaskan kehidupan bangsa, dan ikut dalam ketertiban dunia. Pembangunan merupakan proses perubahan sosial yang direncanakan dan berkelanjutan. Periode Orde Lama dimulai sejak Proklamasi Kemerdekaan 17 Agustus 1945 hingga sekitar tahun 1966. Pada masa ini, kondisi keamanan negara belum stabil akibat konflik internal (pemberontakan, persinggungan ideologi) dan eksternal (perang melawan Belanda hingga 1949), serta struktur ekonomi yang masih mewarisi sistem kolonial. Fokus pembangunan adalah pada penataan sistem politik dan ekonomi. Pada awal Orde Lama, Indonesia menganut sistem Demokrasi Parlementer, dengan Presiden (Sukarno) sebagai kepala negara dan Perdana Menteri sebagai kepala pemerintahan yang memimpin kabinet. Akibat kondisi politik yang tidak kondusif dan persinggungan kepentingan ideologi, terjadi pergantian kabinet yang sangat cepat. Meskipun demikian, Indonesia berhasil menyelenggarakan Pemilu pertama dan Konferensi Asia-Afrika pada tahun yang sama, 1955. Kondisi politik berubah setelah Dekrit Presiden 1959 yang mengubah sistem menjadi Demokrasi Terpimpin (1959-1966). Dalam sistem ini, Sukarno merangkap jabatan sebagai Presiden dan Perdana Menteri, memimpin kabinet Gotong Royong. Ia mempopulerkan kampanye Nasakom untuk menyatukan ideologi Nasionalis, Agamis, dan Komunis. Namun, persatuan ini tidak bertahan lama dan masa Orde Lama berakhir dengan krisis yang memicu peralihan ke Orde Baru. Selama periode ini, Indonesia juga mengalami perubahan bentuk negara dari kesatuan menjadi serikat (Republik Indonesia Serikat), yang menyebabkan penggunaan konstitusi lain seperti UUD RIS 1949 dan UUDS 1950 selain UUD 1945.;Berdasarkan dampaknya terhadap stabilitas, nilailah efektivitas sistem Demokrasi Parlementer bagi negara yang baru merdeka seperti Indonesia!;C5-Mengevaluasi
Pembangunan berkelanjutan adalah upaya memenuhi kebutuhan masa kini dengan meminimalkan dampak buruk terhadap lingkungan, agar kualitas hidup saat ini tidak terganggu dan sumber daya alam terjaga untuk generasi mendatang. Konsep ini, yang sempat diperdebatkan karena dianggap menghambat pertumbuhan ekonomi, menjadi penting secara global dengan lahirnya Deklarasi Sustainable Development Goals (SDGs) pada tahun 2015. Pembangunan berkelanjutan memiliki karakteristik khas, antara lain: memperkirakan dampak setiap tindakan terhadap kesehatan dan lingkungan, mendorong manajemen sumber daya alam yang berkesinambungan, menjunjung tanggung jawab terhadap alam, meningkatkan kualitas manusia agar mampu menguasai teknologi secara efisien dan bertanggung jawab, serta memperhatikan keterkaitan antartujuan dalam setiap kebijakan. Terdapat 17 tujuan SDGs yang dikelompokkan ke dalam empat pilar yang saling berhubungan: 1. Pilar Sosial (fokus pada kesejahteraan masyarakat), 2. Pilar Ekonomi (fokus pada peningkatan ekonomi ramah lingkungan, inovatif, dan kolaboratif), 3. Pilar Lingkungan (meliputi perlindungan lingkungan darat dan perairan, contohnya pelestarian terumbu karang), dan 4. Pilar Tata Kelola (usaha menjaga perdamaian, keadilan, dan kelembagaan yang tangguh). Di sisi lain, terdapat masalah ekonomi bernama kelangkaan, yang terjadi ketika sumber daya yang tersedia tidak dapat memenuhi kebutuhan manusia yang tidak terbatas. Ada beberapa jenis kelangkaan: 1. Kelangkaan Sumber Daya Alam (SDA), terjadi karena jumlahnya terbatas sementara populasi manusia bertambah, contohnya penipisan cadangan minyak dan batu bara. 2. Kelangkaan Tenaga Kerja, sulitnya menemukan tenaga kerja kompeten, baik tenaga produksi maupun tenaga ahli seperti dokter atau insinyur. 3. Kelangkaan Modal, keterbatasan modal yang tidak hanya berupa uang, tetapi juga gedung, peralatan, dan mesin produksi berkualitas rendah (contoh: mesin perontok padi tradisional). 4. Kelangkaan Keterampilan Kewirausahaan, kurangnya individu yang mampu mengelola faktor-faktor produksi (SDA, tenaga kerja, modal) secara efisien. Salah satu faktor utama penyebab kelangkaan adalah pertumbuhan penduduk yang terus meningkat, yang tidak seimbang dengan ketersediaan sumber daya alam.;Kritiklah tindakan eksploitasi terumbu karang dengan bom ikan dari sudut pandang empat pilar pembangunan berkelanjutan.;C5-Mengevaluasi
"Laporan keuangan adalah catatan terstruktur yang menyajikan informasi mengenai posisi keuangan dan kinerja keuangan suatu entitas atau badan usaha. Konsep dasarnya dapat dipahami melalui pencatatan keuangan pribadi, seperti uang saku siswa, di mana jika pemasukan lebih besar dari pengeluaran, ini mencerminkan pola hidup hemat, dan sebaliknya adalah boros. Menurut Ikatan Akuntan Indonesia (IAI) melalui PSAK Nomor 1, laporan keuangan merupakan penyajian terstruktur dari posisi dan kinerja keuangan. Tujuan utamanya, menurut Standar Akuntansi Keuangan Entitas Mikro, Kecil, dan Menengah (SAK-EMKM), adalah menyediakan informasi yang bermanfaat bagi pengguna dalam pengambilan keputusan ekonomi serta menunjukkan pertanggungjawaban manajemen. Agar bermanfaat, laporan keuangan harus memenuhi empat syarat kualitatif: 1) Relevan, artinya informasi dapat digunakan untuk pengambilan keputusan; 2) Representasi Tepat, berarti informasi disajikan secara akurat dan bebas dari kesalahan; 3) Keterbandingan, yaitu dapat dibandingkan antar periode atau antar perusahaan; dan 4) Keterpahaman, artinya disajikan secara sederhana agar mudah dimengerti. Berdasarkan SAK-EMKM, terdapat tiga jenis laporan keuangan utama: 1) Laporan Posisi Keuangan, yang menyajikan informasi aset, liabilitas (utang), dan ekuitas (modal) pada akhir periode. Strukturnya menunjukkan bahwa total aset harus sama dengan total liabilitas ditambah ekuitas. 2) Laporan Laba Rugi, yang menunjukkan kinerja keuangan selama satu periode dengan merinci pendapatan dan beban. Pendapatan adalah kenaikan manfaat ekonomi (arus kas masuk), sedangkan beban adalah penurunan manfaat ekonomi (biaya operasional atau arus kas keluar). Jika pendapatan lebih besar dari beban, perusahaan memperoleh laba; jika sebaliknya, perusahaan menderita rugi. 3) Catatan Atas Laporan Keuangan, yang berisi informasi tambahan, penjelasan kebijakan akuntansi, dan rincian akun penting untuk membantu pengguna memahami laporan keuangan secara komprehensif.";Kritiklah efektivitas penggunaan analogi uang saku siswa untuk menjelaskan konsep laporan keuangan perusahaan. Apa kelebihan dan kekurangan dari analogi tersebut?;C5-Mengevaluasi
Globalisasi adalah sebuah konsep yang menunjukkan dunia tanpa batas (borderless world), di mana masyarakat saling terhubung, mampu berinteraksi, berkomunikasi, dan melakukan pertukaran secara masif tanpa mengenal batas wilayah. Proses ini didorong oleh pesatnya perkembangan ilmu pengetahuan dan teknologi (IPTEK). Sejarah globalisasi dapat ditelusuri sejak periode pramodern melalui Jalur Sutra (darat) dan Jalur Rempah (laut). Era penemuan pada akhir Abad XV oleh bangsa Eropa (Portugis, Spanyol, Belanda, Inggris) memperluas konektivitas, namun sering dianggap lebih berfokus pada kolonialisme. Globalisasi berkembang pesat pada masa modern awal (Abad XVI) seiring munculnya kapitalisme dan Revolusi Industri (Abad XVIII) dengan penemuan mesin uap yang merevolusi transportasi barang. Arus globalisasi menguat kembali setelah Perang Dingin berakhir (sekitar 1990-an), didorong oleh organisasi seperti World Trade Organization (WTO) yang mempromosikan perdagangan bebas. Puncaknya terjadi pada Revolusi Industri ketiga dengan penemuan internet dan Revolusi Industri 4.0 dengan ekonomi digital. Para ahli mendefinisikan globalisasi secara beragam: Mauro Guillen menekankan pertukaran arus barang, jasa, uang, orang, informasi, dan budaya yang menciptakan ketergantungan. George Ritzer menyebutnya proses transplanet dengan konsep 'likuiditas', yaitu kemudahan objek dan informasi bergerak. Douglas Kellner menggambarkannya sebagai seperangkat relasi sosial dan aliran komoditas, kapital, serta ide yang melintasi batas nasional. Secara konseptual, perubahan sosial adalah payung besar yang mencakup modernisasi dan globalisasi. IPTEK mendorong modernisasi, dan modernisasi mempercepat globalisasi. Globalisasi kemudian memengaruhi sistem dunia, menciptakan klasifikasi negara maju (ekonomi tinggi) dan negara berkembang (ekonomi rendah). Menurut Immanuel Wallerstein, kondisi ini melahirkan sistem dependensi (ketergantungan) di antara kedua kelompok negara tersebut.;Di antara berbagai tahapan sejarah globalisasi yang dipaparkan, evaluasilah tahapan mana yang menurut Anda paling fundamental dalam membentuk sistem dunia saat ini. Berikan justifikasi.;C5-Mengevaluasi
Latar belakang ekspansi Jepang ke Asia Tenggara didorong oleh modernisasi era Restorasi Meiji yang memicu kebutuhan besar akan sumber daya alam, terutama minyak bumi, karet, dan timah untuk industri perangnya. Ideologi Hakko Ichiu, yang berarti 'Delapan Penjuru Dunia di Bawah Satu Atap', menjadi pembenaran untuk menciptakan 'Kawasan Kemakmuran Bersama Asia Timur Raya'. Pemicu langsung Perang Pasifik adalah embargo minyak bumi yang diberlakukan oleh Amerika Serikat pada Agustus 1941, yang mengancam kelangsungan mesin perang Jepang. Sebagai respons, Jepang melancarkan serangan mendadak ke pangkalan angkatan laut Amerika Serikat di Pearl Harbor, Hawaii, pada 7 Desember 1941, yang secara resmi memulai perang di front Pasifik. Sehari setelahnya, pada 8 Desember 1941, Jepang mulai menyerang wilayah-wilayah di Asia Tenggara, termasuk Hindia Belanda. Untuk memenangkan hati rakyat Indonesia, Jepang melancarkan propaganda masif dengan slogan 'Asia untuk Bangsa Asia' dan mengklaim diri sebagai 'Saudara Tua' yang datang untuk membebaskan Indonesia dari penjajahan Barat. Propaganda ini disebarluaskan melalui Gerakan Tiga A (Nippon Pemimpin Asia, Nippon Pelindung Asia, dan Nippon Cahaya Asia). Serangan militer Jepang ke Hindia Belanda berlangsung cepat dan efektif. Mereka pertama kali mendarat di Tarakan, Kalimantan Timur, pada Januari 1942 untuk menguasai sumber minyak. Penaklukan berjalan cepat ke wilayah lain seperti Balikpapan, Palembang, dan akhirnya Pulau Jawa. Menghadapi kekuatan Jepang yang superior, pasukan Sekutu (ABDACOM) tidak mampu bertahan. Pada tanggal 8 Maret 1942, Panglima Tertinggi Hindia Belanda, Letnan Jenderal Hein ter Poorten, menyerah tanpa syarat kepada Jenderal Hitoshi Imamura di Kalijati, Subang, Jawa Barat. Perjanjian Kalijati ini secara resmi menandai berakhirnya kekuasaan kolonial Belanda selama 350 tahun dan dimulainya periode pendudukan Jepang di Indonesia. Reaksi awal bangsa Indonesia terhadap kedatangan Jepang beragam, namun pada umumnya disambut dengan harapan sebagai pembebas. Namun, realitas pendudukan segera menunjukkan sifat aslinya yang eksploitatif. Jepang membubarkan semua organisasi politik dan sosial yang ada, lalu membentuk organisasi-organisasi baru di bawah kendalinya untuk memobilisasi massa demi kepentingan perang, seperti PUTERA (Pusat Tenaga Rakyat) dan Jawa Hokokai. Eksploitasi ekonomi dilakukan secara masif melalui sistem kerja paksa (romusha) dan kewajiban menyerahkan sebagian besar hasil panen kepada Jepang, yang menyebabkan kelaparan dan penderitaan meluas.;Evaluasilah keputusan Letnan Jenderal Hein ter Poorten untuk menyerah tanpa syarat di Kalijati. Apakah itu merupakan pilihan terbaik mengingat situasi militer saat itu?;C5-Mengevaluasi
Penelitian sejarah memiliki kekhasan karena mengkaji fenomena kehidupan manusia di masa lampau, sehingga peneliti tidak dapat berinteraksi langsung dengan objeknya dan harus menggunakan media berupa sumber sejarah. Kajian ini didasarkan pada peristiwa nyata, bukan mitos. Menurut Louis Gottschalk, penelitian sejarah mencakup empat kegiatan: mengumpulkan informasi relevan, membuang informasi yang diragukan, menarik kesimpulan dari bukti tepercaya, dan merangkai semuanya menjadi laporan. Secara luas, penelitian sejarah mengikuti empat tahapan metodologis. Pertama, Heuristik, yaitu tahap pengumpulan data dari berbagai sumber. Sumber bisa berupa tulisan, lisan (rekaman pidato), kuantitatif (data pajak), atau artefak (prasasti, peralatan, bangunan). Sumber sejarah dibedakan menjadi sumber primer (disampaikan oleh saksi mata, contoh: arsip laporan bupati, catatan rapat, prasasti) dan sumber sekunder (disampaikan oleh bukan saksi mata, contoh: buku yang ditulis sejarawan). Kedua, Verifikasi atau kritik sumber, yang bertujuan memeriksa keaslian dan keabsahan sumber. Verifikasi terdiri dari kritik eksternal (menilai keaslian fisik sumber, misal umur batuan prasasti) dan kritik internal (menilai keakuratan isi konten sumber, misal isi tulisan prasasti). Ketiga, Interpretasi, yaitu tahap menafsirkan dan menganalisis keterkaitan makna dari sumber-sumber yang telah diverifikasi. Keempat, Historiografi, yaitu tahap penulisan sejarah yang sangat menekankan aspek kronologi. Penekanan pada urutan waktu ini membedakan penelitian sejarah dari ilmu sosial lain, seperti sosiologi. Contohnya, judul penelitian sejarah akan mencantumkan rentang waktu spesifik (misal, 1925-1966), sementara sosiologi cenderung lebih umum. Peran arsiparis, seperti Mona Lohanda (1947-2021), sangat penting dalam penelitian sejarah. Sebagai sejarawan dan arsiparis di Arsip Nasional Republik Indonesia, ia fokus pada arsip masa VOC. Keahliannya dalam bahasa Belanda kuno dan upayanya mentranskripsi arsip ke bahasa Belanda modern sangat membantu peneliti dalam mengakses dan memahami sumber-sumber primer, yang menunjukkan betapa krusialnya arsip bagi penelitian sejarah.;Menurut Anda, manakah tahapan penelitian sejarah yang paling rawan terhadap subjektivitas peneliti? Berikan justifikasi atas jawabanmu dengan mengacu pada deskripsi setiap tahapan;C5-Mengevaluasi
"Dalam ilmu ekonomi, pemenuhan kebutuhan masyarakat terjadi melalui interaksi antara permintaan dan penawaran di pasar, yang mengarah pada terbentuknya harga keseimbangan. Proses ini melibatkan kegiatan ekonomi seperti konsumsi, distribusi, dan produksi.

Permintaan (Demand) adalah jumlah barang atau jasa yang ingin dan mampu dibeli oleh konsumen pada berbagai tingkat harga dalam periode waktu tertentu. Hukum permintaan menyatakan bahwa terdapat hubungan negatif atau berbanding terbalik antara harga dengan jumlah barang yang diminta, dengan asumsi faktor-faktor lain tetap (ceteris paribus). Artinya, jika harga naik, jumlah permintaan akan turun, dan sebaliknya. Contohnya, pada permintaan buku tulis, saat harga Rp 10.000, yang diminta 2 eksemplar, namun saat harga turun menjadi Rp 2.000, yang diminta naik menjadi 10 eksemplar.

Beberapa faktor di luar harga yang memengaruhi permintaan (kondisi non-ceteris paribus) antara lain:
1.  Harga Barang Lain: Terdiri dari barang substitusi (pengganti) dan komplementer (pelengkap). Contoh substitusi: jika harga teh naik, permintaan kopi akan meningkat. Contoh komplementer: jika harga teh naik, permintaan gula sebagai pelengkapnya akan turun.
2.  Pendapatan: Terdapat hubungan positif; saat pendapatan masyarakat naik, permintaan terhadap barang/jasa cenderung naik, dan sebaliknya.
3.  Selera Masyarakat: Selera yang tinggi terhadap suatu barang akan meningkatkan permintaan terhadap barang tersebut.
4.  Ekspektasi Masa Depan: Perkiraan kenaikan harga di masa depan akan mendorong peningkatan permintaan saat ini. Contohnya, prediksi harga cabai akan naik akan meningkatkan permintaan cabai hari ini.
5.  Faktor lainnya termasuk tren, jumlah penduduk, dan perilaku produsen.

Penawaran (Supply) adalah jumlah barang atau jasa yang ingin dan mampu dijual oleh produsen pada berbagai tingkat harga dalam periode waktu tertentu. Hukum penawaran berkebalikan dengan permintaan, yaitu memiliki hubungan positif atau berbanding lurus. Artinya, semakin tinggi harga suatu barang, semakin banyak jumlah barang yang ditawarkan oleh produsen, dan sebaliknya. Ini juga berlaku dalam kondisi ceteris paribus. Contohnya, pada penawaran buku tulis, saat harga Rp 2.000, yang ditawarkan 2 eksemplar, namun saat harga naik menjadi Rp 10.000, yang ditawarkan naik menjadi 10 eksemplar. Faktor-faktor yang memengaruhi penawaran di luar harga barang itu sendiri termasuk harga barang lain (substitusi dan komplementer).";Nilailah apakah daftar faktor yang memengaruhi permintaan dalam teks sudah lengkap untuk menjelaskan semua perilaku konsumen. Usulkan satu faktor lain yang relevan (misalnya: demografi atau kebijakan pemerintah) dan justifikasi mengapa faktor itu penting.;C5-Mengevaluasi
