source,target,relation,weight
kredit pasif,transaksi bisnis,peer,1
kredit pasif,cek,peer,1
transaksi bisnis,q_30005e1472,has_question,1
transaksi bisnis,manajemen arus kas bisnis,successor,1
transaksi bisnis,kredit pasif,peer,1
transaksi bisnis,cek,peer,1
cek,q_30005e1472,has_question,1
cek,manajemen arus kas bisnis,successor,1
cek,kredit pasif,peer,1
cek,transaksi bisnis,peer,1
q_30005e1472,menerapkan,requires_method,1
pengertian kredit pasif,kredit pasif,prerequisite,1
pengertian kredit pasif,transaksi bisnis,prerequisite,1
pengertian kredit pasif,cek,prerequisite,1
kegiatan perdagangan antar negara,perdagangan internasional,has_concept,1
kegiatan perdagangan antar negara,ekspor,has_concept,1
kegiatan perdagangan antar negara,pasar global,has_concept,1
pasar global,q_fb9373d316,has_question,1
pasar global,dampak perdagangan internasional,successor,1
pasar global,perdagangan internasional,peer,1
pasar global,ekspor,peer,1
q_fb9373d316,menerapkan konsep perdagangan,requires_method,1
pelestarian lingkungan,upaya mengurangi polusi udara,has_subtopic,1
pelestarian lingkungan,keterkaitan sumber daya alam,has_subtopic,1
pelestarian lingkungan,q_96bf442aca,has_question,1
pelestarian lingkungan,perancangan model pemberdayaan optimal,successor,1
pelestarian lingkungan,model top-down,peer,1
pelestarian lingkungan,model bottom-up,peer,1
pelestarian lingkungan,keberlanjutan program,peer,1
pelestarian lingkungan,upaya pelestarian tanah,has_subtopic,1
upaya mengurangi polusi udara,pelestarian lingkungan hidup,has_concept,1
upaya mengurangi polusi udara,polusi udara,has_concept,1
upaya mengurangi polusi udara,aktivitas mengurangi polusi,has_concept,1
pelestarian lingkungan hidup,q_25bd28638c,has_question,1
pelestarian lingkungan hidup,dampak jangka panjang pelestarian lingkungan,successor,1
pelestarian lingkungan hidup,polusi udara,peer,1
pelestarian lingkungan hidup,aktivitas mengurangi polusi,peer,1
pelestarian lingkungan hidup,q_4c8aa8a9cf,has_question,1
pelestarian lingkungan hidup,dampak perubahan iklim,successor,1
pelestarian lingkungan hidup,pelestarian udara,peer,1
pelestarian lingkungan hidup,pelestarian air,peer,1
pelestarian lingkungan hidup,pelestarian tanah,peer,1
polusi udara,q_25bd28638c,has_question,1
polusi udara,dampak jangka panjang pelestarian lingkungan,successor,1
polusi udara,pelestarian lingkungan hidup,peer,1
polusi udara,aktivitas mengurangi polusi,peer,1
aktivitas mengurangi polusi,q_25bd28638c,has_question,1
aktivitas mengurangi polusi,dampak jangka panjang pelestarian lingkungan,successor,1
aktivitas mengurangi polusi,pelestarian lingkungan hidup,peer,1
aktivitas mengurangi polusi,polusi udara,peer,1
q_25bd28638c,menerapkan tindakan nyata,requires_method,1
definisi pelestarian lingkungan,pelestarian lingkungan hidup,prerequisite,2
definisi pelestarian lingkungan,polusi udara,prerequisite,1
definisi pelestarian lingkungan,aktivitas mengurangi polusi,prerequisite,1
definisi pelestarian lingkungan,pelestarian udara,prerequisite,1
definisi pelestarian lingkungan,pelestarian air,prerequisite,1
definisi pelestarian lingkungan,pelestarian tanah,prerequisite,1
ilmu ketenagakerjaan,jenis-jenis pengangguran,has_subtopic,1
pencarian kerja,q_53aba95fa4,has_question,1
pencarian kerja,pengukuran tingkat pengangguran,successor,1
pencarian kerja,pengangguran,peer,1
pencarian kerja,pengangguran terbuka,peer,1
q_53aba95fa4,menerapkan,requires_method,1
teori sistem dunia global,konsep dependensi,has_concept,1
teori sistem dunia global,immanuel wallerstein,has_concept,1
teori sistem dunia global,globalisasi,has_concept,1
teori sistem dunia global,perdagangan internasional,has_concept,1
konsep dependensi,q_ef9be1eff5,has_question,1
konsep dependensi,analisis ketidaksetaraan global,successor,1
konsep dependensi,immanuel wallerstein,peer,1
konsep dependensi,globalisasi,peer,1
konsep dependensi,perdagangan internasional,peer,1
immanuel wallerstein,q_ef9be1eff5,has_question,1
immanuel wallerstein,analisis ketidaksetaraan global,successor,1
immanuel wallerstein,konsep dependensi,peer,1
immanuel wallerstein,globalisasi,peer,2
immanuel wallerstein,perdagangan internasional,peer,1
immanuel wallerstein,q_6ccd60329e,has_question,1
immanuel wallerstein,globalisasi dan ketidaksetaraan,successor,1
immanuel wallerstein,teori dependensi,peer,1
immanuel wallerstein,pemerataan ekonomi,peer,1
q_ef9be1eff5,menerapkan,requires_method,1
teori sistem dunia,konsep dependensi,prerequisite,1
teori sistem dunia,immanuel wallerstein,prerequisite,2
teori sistem dunia,globalisasi,prerequisite,2
teori sistem dunia,perdagangan internasional,prerequisite,1
teori sistem dunia,teori dependensi,prerequisite,1
teori sistem dunia,pemerataan ekonomi,prerequisite,1
faktor pendorong perdagangan global,perdagangan internasional,has_concept,1
faktor pendorong perdagangan global,keunggulan komparatif,has_concept,1
faktor pendorong perdagangan global,perbedaan sumber daya,has_concept,1
faktor pendorong perdagangan global,perbedaan teknologi,has_concept,1
faktor pendorong perdagangan global,perbedaan biaya produksi,has_concept,1
faktor pendorong perdagangan global,hubungan sebab akibat,has_concept,1
perbedaan sumber daya,q_d7d495d5a0,has_question,1
perbedaan sumber daya,analisis kebijakan perdagangan internasional,successor,1
perbedaan sumber daya,perdagangan internasional,peer,1
perbedaan sumber daya,keunggulan komparatif,peer,1
q_d7d495d5a0,menerapkan konsep keunggulan komparatif pada studi kasus,requires_method,1
pengertian keunggulan komparatif,perdagangan internasional,prerequisite,1
pengertian keunggulan komparatif,keunggulan komparatif,prerequisite,1
pengertian keunggulan komparatif,perbedaan sumber daya,prerequisite,1
konsep status sosial,status sosial,has_concept,1
konsep status sosial,status yang melekat,has_concept,1
konsep status sosial,assigned status,has_concept,1
status yang melekat,q_e41dc6eab6,has_question,1
status yang melekat,peran sosial,successor,1
status yang melekat,status sosial,peer,1
status yang melekat,assigned status,peer,1
assigned status,q_e41dc6eab6,has_question,1
assigned status,peran sosial,successor,3
assigned status,status sosial,peer,3
assigned status,status yang melekat,peer,1
assigned status,q_f4281ce2f0,has_question,1
assigned status,dampak status sosial dalam masyarakat,successor,1
assigned status,achieved status,peer,2
assigned status,q_2391eefacb,has_question,1
assigned status,ascribed status,peer,1
q_e41dc6eab6,menerapkan,requires_method,1
investasi asing langsung,q_2cbccdb17e,has_question,1
investasi asing langsung,analisis dampak investasi asing,successor,1
investasi asing langsung,pelaku ekonomi,peer,1
investasi asing langsung,peran perusahaan asing,peer,1
peran perusahaan asing,q_2cbccdb17e,has_question,1
peran perusahaan asing,analisis dampak investasi asing,successor,1
peran perusahaan asing,pelaku ekonomi,peer,1
peran perusahaan asing,investasi asing langsung,peer,1
q_2cbccdb17e,menerapkan konsep pelaku ekonomi pada studi kasus,requires_method,1
pencapaian ketahanan wilayah,ketahanan wilayah,has_concept,1
pencapaian ketahanan wilayah,kerja sama antarwilayah,has_concept,1
pencapaian ketahanan wilayah,pemanfaatan potensi daerah,has_concept,1
kerja sama antarwilayah,q_f2d38c3de1,has_question,1
kerja sama antarwilayah,pengembangan strategi ketahanan nasional,successor,1
kerja sama antarwilayah,ketahanan wilayah,peer,1
kerja sama antarwilayah,pemanfaatan potensi daerah,peer,1
q_f2d38c3de1,menerapkan,requires_method,1
definisi ketahanan wilayah,ketahanan wilayah,prerequisite,3
definisi ketahanan wilayah,kerja sama antarwilayah,prerequisite,1
definisi ketahanan wilayah,pemanfaatan potensi daerah,prerequisite,1
definisi ketahanan wilayah,kerja sama impor pangan,prerequisite,1
definisi ketahanan wilayah,stabilitas ketersediaan kebutuhan,prerequisite,1
definisi ketahanan wilayah,potensi kelemahan strategi,prerequisite,1
definisi ketahanan wilayah,stabilitas ketersediaan kebutuhan penduduk,prerequisite,1
definisi ketahanan wilayah,kerja sama antarprovinsi,prerequisite,1
definisi ketahanan wilayah,penguatan ketahanan nasional,prerequisite,1
analisis laporan keuangan dasar,pendapatan,has_concept,1
analisis laporan keuangan dasar,beban,has_concept,1
analisis laporan keuangan dasar,laporan keuangan,has_concept,1
analisis laporan keuangan dasar,laba rugi,has_concept,1
beban,q_65fe7c25ce,has_question,1
beban,analisis rasio keuangan,successor,1
beban,pendapatan,peer,1
beban,laporan keuangan,peer,1
beban,laba rugi,peer,1
laba rugi,q_65fe7c25ce,has_question,1
laba rugi,analisis rasio keuangan,successor,1
laba rugi,pendapatan,peer,1
laba rugi,beban,peer,1
laba rugi,laporan keuangan,peer,1
q_65fe7c25ce,menerapkan rumus laba rugi,requires_method,1
pengertian pendapatan,pendapatan,prerequisite,1
pengertian pendapatan,beban,prerequisite,1
pengertian pendapatan,laporan keuangan,prerequisite,1
pengertian pendapatan,laba rugi,prerequisite,1
pengertian beban,pendapatan,prerequisite,1
pengertian beban,beban,prerequisite,1
pengertian beban,laporan keuangan,prerequisite,1
pengertian beban,laba rugi,prerequisite,1
kebutuhan,q_1f6b80e6a4,has_question,1
kebutuhan,analisis pola konsumsi,successor,1
kebutuhan,konsumsi,peer,1
kebutuhan,vitamin,peer,1
vitamin,q_1f6b80e6a4,has_question,1
vitamin,analisis pola konsumsi,successor,1
vitamin,konsumsi,peer,1
vitamin,kebutuhan,peer,1
q_1f6b80e6a4,menerapkan,requires_method,1
jenis kegiatan ekonomi,konsumsi,prerequisite,2
jenis kegiatan ekonomi,kebutuhan,prerequisite,1
jenis kegiatan ekonomi,vitamin,prerequisite,1
jenis kegiatan ekonomi,status sosial,prerequisite,1
jenis kegiatan ekonomi,faktor eksternal,prerequisite,1
jenis kegiatan ekonomi,kebudayaan,prerequisite,1
jenis kegiatan ekonomi,sistem produksi sederhana,prerequisite,1
jenis kegiatan ekonomi,pembuatan kompos,prerequisite,1
jenis kegiatan ekonomi,faktor-faktor produksi,prerequisite,1
gerakan mahasiswa orde baru,peristiwa malari,has_concept,1
gerakan mahasiswa orde baru,resistensi mahasiswa,has_concept,1
gerakan mahasiswa orde baru,kebijakan orde baru,has_concept,1
peristiwa malari,q_8422d2b935,has_question,1
peristiwa malari,dampak nkk/bkk,successor,1
peristiwa malari,resistensi mahasiswa,peer,2
peristiwa malari,kebijakan orde baru,peer,1
peristiwa malari,malari,prerequisite,1
peristiwa malari,nkk/bkk,prerequisite,1
peristiwa malari,respons elite politik,prerequisite,1
resistensi mahasiswa,q_8422d2b935,has_question,1
resistensi mahasiswa,dampak nkk/bkk,successor,1
resistensi mahasiswa,peristiwa malari,peer,1
resistensi mahasiswa,kebijakan orde baru,peer,1
resistensi mahasiswa,q_15d877180e,has_question,1
resistensi mahasiswa,dinamika politik pasca-orde baru,successor,1
resistensi mahasiswa,malari,peer,1
resistensi mahasiswa,nkk/bkk,peer,1
resistensi mahasiswa,respons elite politik,peer,1
q_8422d2b935,menerapkan,requires_method,1
konteks politik orde baru,peristiwa malari,prerequisite,1
konteks politik orde baru,resistensi mahasiswa,prerequisite,1
konteks politik orde baru,kebijakan orde baru,prerequisite,1
penanganan konflik sosial,konflik sosial,has_concept,2
penanganan konflik sosial,pencegahan konflik,has_concept,2
penanganan konflik sosial,deeskalasi konflik,has_concept,1
penanganan konflik sosial,mediasi konflik,has_concept,1
penanganan konflik sosial,eskalasi konflik,has_concept,1
mediasi konflik,q_8c48ef9717,has_question,1
mediasi konflik,analisis dampak konflik,successor,1
mediasi konflik,konflik sosial,peer,1
mediasi konflik,pencegahan konflik,peer,1
mediasi konflik,deeskalasi konflik,peer,1
q_8c48ef9717,menerapkan,requires_method,1
status yang diperoleh,q_91f2acf665,has_question,1
status yang diperoleh,perubahan status sosial,successor,2
status yang diperoleh,status sosial,peer,2
status yang diperoleh,prestise sosial,peer,2
status yang diperoleh,q_813b9673ee,has_question,1
status yang diperoleh,status yang diberikan,peer,1
prestise sosial,q_91f2acf665,has_question,1
prestise sosial,perubahan status sosial,successor,2
prestise sosial,status sosial,peer,3
prestise sosial,status yang diperoleh,peer,2
prestise sosial,q_813b9673ee,has_question,1
prestise sosial,status yang diberikan,peer,1
prestise sosial,q_8f0105dbcd,has_question,1
prestise sosial,stratifikasi sosial,successor,1
prestise sosial,peran sosial,peer,1
prestise sosial,marginalisasi sosial,peer,1
q_91f2acf665,menerapkan konsep,requires_method,1
bantuan pendidikan tinggi mahasiswa,bidikmisi,has_concept,1
bantuan pendidikan tinggi mahasiswa,beasiswa pendidikan tinggi,has_concept,1
bantuan pendidikan tinggi mahasiswa,akses pendidikan tinggi,has_concept,1
bidikmisi,q_c73d4ab99b,has_question,1
bidikmisi,kebijakan merdeka belajar kampus merdeka,successor,1
bidikmisi,beasiswa pendidikan tinggi,peer,1
bidikmisi,akses pendidikan tinggi,peer,1
beasiswa pendidikan tinggi,q_c73d4ab99b,has_question,1
beasiswa pendidikan tinggi,kebijakan merdeka belajar kampus merdeka,successor,1
beasiswa pendidikan tinggi,bidikmisi,peer,1
beasiswa pendidikan tinggi,akses pendidikan tinggi,peer,1
akses pendidikan tinggi,q_c73d4ab99b,has_question,1
akses pendidikan tinggi,kebijakan merdeka belajar kampus merdeka,successor,1
akses pendidikan tinggi,bidikmisi,peer,1
akses pendidikan tinggi,beasiswa pendidikan tinggi,peer,1
q_c73d4ab99b,menerapkan,requires_method,1
program wajib belajar 9 tahun,bidikmisi,prerequisite,1
program wajib belajar 9 tahun,beasiswa pendidikan tinggi,prerequisite,1
program wajib belajar 9 tahun,akses pendidikan tinggi,prerequisite,1
alokasi anggaran pendidikan,bidikmisi,prerequisite,1
alokasi anggaran pendidikan,beasiswa pendidikan tinggi,prerequisite,1
alokasi anggaran pendidikan,akses pendidikan tinggi,prerequisite,1
alokasi anggaran pendidikan,q_9b551d18a9,has_question,1
alokasi anggaran pendidikan,program beasiswa perguruan tinggi,successor,1
alokasi anggaran pendidikan,wajib belajar 9 tahun,peer,2
alokasi anggaran pendidikan,bantuan operasional sekolah (bos),peer,1
alokasi anggaran pendidikan,q_b9fbd046bc,has_question,1
alokasi anggaran pendidikan,perluasan wajib belajar,successor,1
alokasi anggaran pendidikan,era reformasi,peer,1
klasifikasi belanja daerah,anggaran pendapatan dan belanja daerah (apbd),has_concept,1
klasifikasi belanja daerah,jenis belanja daerah,has_concept,1
klasifikasi belanja daerah,pengeluaran infrastruktur,has_concept,1
anggaran pendapatan dan belanja daerah (apbd),q_e53c7292b8,has_question,1
anggaran pendapatan dan belanja daerah (apbd),analisis dampak fiskal belanja daerah,successor,1
anggaran pendapatan dan belanja daerah (apbd),jenis belanja daerah,peer,1
anggaran pendapatan dan belanja daerah (apbd),pengeluaran infrastruktur,peer,1
anggaran pendapatan dan belanja daerah (apbd),q_6dd1c96b5d,has_question,1
anggaran pendapatan dan belanja daerah (apbd),analisis struktur apbd,successor,1
anggaran pendapatan dan belanja daerah (apbd),pendapatan daerah,peer,1
anggaran pendapatan dan belanja daerah (apbd),retribusi daerah,peer,1
anggaran pendapatan dan belanja daerah (apbd),q_c65e64ab95,has_question,1
anggaran pendapatan dan belanja daerah (apbd),evaluasi kinerja program daerah,successor,1
anggaran pendapatan dan belanja daerah (apbd),pendapatan asli daerah (pad),peer,1
anggaran pendapatan dan belanja daerah (apbd),sektor pariwisata,peer,1
anggaran pendapatan dan belanja daerah (apbd),perencanaan program,peer,1
jenis belanja daerah,q_e53c7292b8,has_question,1
jenis belanja daerah,analisis dampak fiskal belanja daerah,successor,1
jenis belanja daerah,anggaran pendapatan dan belanja daerah (apbd),peer,1
jenis belanja daerah,pengeluaran infrastruktur,peer,1
pengeluaran infrastruktur,q_e53c7292b8,has_question,1
pengeluaran infrastruktur,analisis dampak fiskal belanja daerah,successor,1
pengeluaran infrastruktur,anggaran pendapatan dan belanja daerah (apbd),peer,1
pengeluaran infrastruktur,jenis belanja daerah,peer,1
q_e53c7292b8,menerapkan konsep klasifikasi belanja,requires_method,1
pemahaman dasar apbd,anggaran pendapatan dan belanja daerah (apbd),prerequisite,1
pemahaman dasar apbd,jenis belanja daerah,prerequisite,1
pemahaman dasar apbd,pengeluaran infrastruktur,prerequisite,1
pengenalan jenis-jenis belanja daerah,anggaran pendapatan dan belanja daerah (apbd),prerequisite,1
pengenalan jenis-jenis belanja daerah,jenis belanja daerah,prerequisite,1
pengenalan jenis-jenis belanja daerah,pengeluaran infrastruktur,prerequisite,1
pendidikan kewarganegaraan,penguatan nasionalisme di sekolah,has_subtopic,1
pendidikan kewarganegaraan,penguatan nasionalisme dan budaya bangsa,has_subtopic,1
pendidikan kewarganegaraan,membangun harmoni sosial indonesia,has_subtopic,1
pendidikan kewarganegaraan,promosi kebanggaan keragaman budaya,has_subtopic,1
penguatan nasionalisme di sekolah,nasionalisme,has_concept,1
penguatan nasionalisme di sekolah,penguatan nasionalisme,has_concept,1
penguatan nasionalisme di sekolah,kegiatan sekolah,has_concept,1
kegiatan sekolah,q_d9bf05f677,has_question,1
kegiatan sekolah,analisis dampak kegiatan nasionalisme,successor,1
kegiatan sekolah,nasionalisme,peer,1
kegiatan sekolah,penguatan nasionalisme,peer,1
q_d9bf05f677,menerapkan,requires_method,1
pemahaman konsep nasionalisme,nasionalisme,prerequisite,5
pemahaman konsep nasionalisme,penguatan nasionalisme,prerequisite,1
pemahaman konsep nasionalisme,kegiatan sekolah,prerequisite,1
pemahaman konsep nasionalisme,memelihara kearifan lokal,prerequisite,1
pemahaman konsep nasionalisme,mengembangkan kecakapan sosial,prerequisite,1
pemahaman konsep nasionalisme,ketangguhan individu,prerequisite,1
pemahaman konsep nasionalisme,globalisasi,prerequisite,2
pemahaman konsep nasionalisme,tantangan globalisasi,prerequisite,1
pemahaman konsep nasionalisme,perpecahan sosial,prerequisite,1
pemahaman konsep nasionalisme,generasi muda,prerequisite,1
pemahaman konsep nasionalisme,komunitas jawi,prerequisite,1
pemahaman konsep nasionalisme,satyagraha,prerequisite,1
pemahaman konsep nasionalisme,aksi sosial,prerequisite,1
pemahaman konsep nasionalisme,produk dalam negeri,prerequisite,1
pemahaman konsep nasionalisme,kampanye sosial media,prerequisite,1
pemahaman konsep nasionalisme,identitas bangsa,prerequisite,1
pemahaman konsep nasionalisme,nasionalisme indonesia,prerequisite,2
pemahaman konsep nasionalisme,budi utomo (moderat),prerequisite,1
pemahaman konsep nasionalisme,indische partij (radikal),prerequisite,1
pemahaman konsep nasionalisme,perjuangan kemerdekaan,prerequisite,1
pemahaman konsep nasionalisme,proyek penguatan profil pelajar pancasila (p5),prerequisite,1
pemahaman konsep nasionalisme,kewirausahaan sosial,prerequisite,1
pemahaman konsep nasionalisme,budi utomo,prerequisite,1
pemahaman konsep nasionalisme,pembangunan daerah tertinggal,prerequisite,1
pemahaman konsep nasionalisme,inovasi organisasi mahasiswa,prerequisite,1
klasifikasi pengeluaran jangka pendek,pengeluaran jangka pendek,has_concept,1
klasifikasi pengeluaran jangka pendek,pengeluaran jangka panjang,has_concept,1
klasifikasi pengeluaran jangka pendek,pengelolaan keuangan,has_concept,1
q_82efb129a3,menerapkan konsep,requires_method,1
hukum penawaran dan pasar,hukum penawaran,has_concept,1
hukum penawaran dan pasar,permintaan,has_concept,1
hukum penawaran dan pasar,harga keseimbangan,has_concept,1
hukum penawaran dan pasar,kegiatan ekonomi,has_concept,1
q_1658285a8c,menerapkan konsep hukum penawaran pada situasi pasar,requires_method,1
konsep dasar penawaran,hukum penawaran,prerequisite,1
konsep dasar penawaran,permintaan,prerequisite,1
konsep dasar penawaran,harga keseimbangan,prerequisite,1
konsep dasar penawaran,kegiatan ekonomi,prerequisite,1
hubungan antara harga dan jumlah barang yang ditawarkan,hukum penawaran,prerequisite,1
hubungan antara harga dan jumlah barang yang ditawarkan,permintaan,prerequisite,1
hubungan antara harga dan jumlah barang yang ditawarkan,harga keseimbangan,prerequisite,1
hubungan antara harga dan jumlah barang yang ditawarkan,kegiatan ekonomi,prerequisite,1
pendanaan pendidikan dasar wajib belajar,wajib belajar 9 tahun,has_concept,1
pendanaan pendidikan dasar wajib belajar,bantuan operasional sekolah (bos),has_concept,1
pendanaan pendidikan dasar wajib belajar,alokasi anggaran pendidikan,has_concept,1
q_9b551d18a9,menerapkan,requires_method,1
uud 1945,wajib belajar 9 tahun,prerequisite,1
uud 1945,bantuan operasional sekolah (bos),prerequisite,1
uud 1945,alokasi anggaran pendidikan,prerequisite,1
bentuk kerja sama ekonomi,kerja sama bilateral,has_concept,1
bentuk kerja sama ekonomi,investasi asing,has_concept,1
bentuk kerja sama ekonomi,hubungan bilateral indonesia-malaysia,has_concept,1
investasi asing,q_82fe0f868d,has_question,1
investasi asing,analisis dampak kerja sama ekonomi,successor,1
investasi asing,kerja sama bilateral,peer,1
investasi asing,hubungan bilateral indonesia-malaysia,peer,1
investasi asing,q_bb6cc35201,has_question,1
investasi asing,analisis kebijakan fiskal dan moneter,successor,1
investasi asing,pembangunan ekonomi,peer,1
investasi asing,daya beli masyarakat,peer,1
hubungan bilateral indonesia-malaysia,q_82fe0f868d,has_question,1
hubungan bilateral indonesia-malaysia,analisis dampak kerja sama ekonomi,successor,1
hubungan bilateral indonesia-malaysia,kerja sama bilateral,peer,1
hubungan bilateral indonesia-malaysia,investasi asing,peer,1
q_82fe0f868d,menerapkan,requires_method,1
perumusan pertanyaan penelitian,penelitian sosial,has_concept,1
perumusan pertanyaan penelitian,dampak gawai,has_concept,1
perumusan pertanyaan penelitian,interaksi sosial,has_concept,1
perumusan pertanyaan penelitian,pertanyaan penelitian,has_concept,1
dampak gawai,q_6156fae71d,has_question,1
dampak gawai,perancangan metode penelitian,successor,1
dampak gawai,penelitian sosial,peer,1
dampak gawai,interaksi sosial,peer,1
dampak gawai,pertanyaan penelitian,peer,1
pertanyaan penelitian,q_6156fae71d,has_question,1
pertanyaan penelitian,perancangan metode penelitian,successor,1
pertanyaan penelitian,penelitian sosial,peer,1
pertanyaan penelitian,dampak gawai,peer,1
pertanyaan penelitian,interaksi sosial,peer,1
q_6156fae71d,menerapkan,requires_method,1
jenis kata tanya,penelitian sosial,prerequisite,1
jenis kata tanya,dampak gawai,prerequisite,1
jenis kata tanya,interaksi sosial,prerequisite,1
jenis kata tanya,pertanyaan penelitian,prerequisite,1
financial technology (fintech),q_369fedcbd2,has_question,1
financial technology (fintech),analisis risiko investasi digital,successor,1
financial technology (fintech),ekonomi digital,peer,1
financial technology (fintech),crowdfunding,peer,1
financial technology (fintech),q_3ccd7f4bd3,has_question,1
financial technology (fintech),implementasi kebijakan ekonomi digital,successor,1
financial technology (fintech),infrastruktur digital,peer,1
financial technology (fintech),perlindungan konsumen,peer,1
financial technology (fintech),kebijakan pemerintah,peer,1
q_369fedcbd2,menerapkan,requires_method,1
pendudukan jepang,q_3e6763f5a6,has_question,1
pendudukan jepang,perubahan sistem pendidikan pasca-kemerdekaan,successor,1
pendudukan jepang,taiso,peer,1
pendudukan jepang,kinrohoshi,peer,1
pendudukan jepang,integrasi kurikulum,peer,1
pendudukan jepang,q_71075d1f60,has_question,1
pendudukan jepang,dampak sosial ekonomi kebijakan jepang,successor,1
pendudukan jepang,sistem pemerintahan militer,peer,1
pendudukan jepang,tenaga kerja paksa,peer,1
pendudukan jepang,propaganda jepang,peer,1
pendudukan jepang,q_2a8bbcb6bb,has_question,1
pendudukan jepang,analisis dampak strategi perang gerilya,successor,1
pendudukan jepang,peta,peer,1
pendudukan jepang,perang gerilya,peer,1
pendudukan jepang,strategi militer,peer,1
taiso,q_3e6763f5a6,has_question,1
taiso,perubahan sistem pendidikan pasca-kemerdekaan,successor,1
taiso,pendudukan jepang,peer,1
taiso,kinrohoshi,peer,1
taiso,integrasi kurikulum,peer,1
kinrohoshi,q_3e6763f5a6,has_question,1
kinrohoshi,perubahan sistem pendidikan pasca-kemerdekaan,successor,1
kinrohoshi,pendudukan jepang,peer,1
kinrohoshi,taiso,peer,1
kinrohoshi,integrasi kurikulum,peer,1
integrasi kurikulum,q_3e6763f5a6,has_question,1
integrasi kurikulum,perubahan sistem pendidikan pasca-kemerdekaan,successor,1
integrasi kurikulum,pendudukan jepang,peer,1
integrasi kurikulum,taiso,peer,1
integrasi kurikulum,kinrohoshi,peer,1
q_3e6763f5a6,menerapkan,requires_method,1
struktur pemerintahan jepang,pendudukan jepang,prerequisite,1
struktur pemerintahan jepang,taiso,prerequisite,1
struktur pemerintahan jepang,kinrohoshi,prerequisite,1
struktur pemerintahan jepang,integrasi kurikulum,prerequisite,1
mendayung di antara dua karang,q_76d8d8c046,has_question,1
mendayung di antara dua karang,dampak kebijakan bebas aktif,successor,1
mendayung di antara dua karang,bebas aktif,peer,1
mendayung di antara dua karang,perang dingin,peer,1
q_76d8d8c046,menerapkan,requires_method,1
konsep blok barat dan blok timur,bebas aktif,prerequisite,2
konsep blok barat dan blok timur,perang dingin,prerequisite,2
konsep blok barat dan blok timur,mendayung di antara dua karang,prerequisite,1
konsep blok barat dan blok timur,konferensi asia afrika (kaa) 1955,prerequisite,1
konsep blok barat dan blok timur,reaksi blok barat,prerequisite,1
eskalasi konflik,q_776ea2c905,has_question,1
eskalasi konflik,deeskalasi konflik,successor,1
eskalasi konflik,konflik sosial,peer,3
eskalasi konflik,pencegahan konflik,peer,3
eskalasi konflik,q_8ef230694f,has_question,1
eskalasi konflik,strategi deeskalasi konflik,successor,1
eskalasi konflik,faktor sosial,peer,1
eskalasi konflik,q_174e5f39e9,has_question,1
eskalasi konflik,strategi resolusi konflik lanjutan,successor,1
eskalasi konflik,manajemen konflik,peer,1
q_776ea2c905,menerapkan,requires_method,1
dampak investasi asing,pembangunan ekonomi,has_concept,1
dampak investasi asing,investasi asing,has_concept,1
dampak investasi asing,daya beli masyarakat,has_concept,1
daya beli masyarakat,q_bb6cc35201,has_question,1
daya beli masyarakat,analisis kebijakan fiskal dan moneter,successor,1
daya beli masyarakat,pembangunan ekonomi,peer,1
daya beli masyarakat,investasi asing,peer,1
q_bb6cc35201,menerapkan konsep pembangunan ekonomi pada studi kasus,requires_method,1
konsep pertumbuhan ekonomi,pembangunan ekonomi,prerequisite,1
konsep pertumbuhan ekonomi,investasi asing,prerequisite,1
konsep pertumbuhan ekonomi,daya beli masyarakat,prerequisite,1
konsep pertumbuhan ekonomi,pertumbuhan ekonomi,prerequisite,4
konsep pertumbuhan ekonomi,pdb riil,prerequisite,1
konsep pertumbuhan ekonomi,laju pertumbuhan ekonomi,prerequisite,1
konsep pertumbuhan ekonomi,teori schumpeter,prerequisite,1
konsep pertumbuhan ekonomi,inovasi,prerequisite,1
konsep pertumbuhan ekonomi,upah minimum provinsi (ump),prerequisite,1
konsep pertumbuhan ekonomi,ketersediaan lapangan kerja,prerequisite,1
konsep pertumbuhan ekonomi,dampak kebijakan upah,prerequisite,1
konsep pertumbuhan ekonomi,teori pertumbuhan ekonomi digital,prerequisite,1
konsep pertumbuhan ekonomi,faktor pendorong pertumbuhan,prerequisite,1
konsep pertumbuhan ekonomi,perbandingan teori ekonomi,prerequisite,1
konsep pertumbuhan ekonomi,teori klasik,prerequisite,1
konsep pertumbuhan ekonomi,teori harrod-domar,prerequisite,1
konsep pertumbuhan ekonomi,perancangan kebijakan,prerequisite,1
proses penanganan masalah sosial,masalah sosial,has_concept,1
proses penanganan masalah sosial,model joel best,has_concept,1
proses penanganan masalah sosial,pengajuan klaim,has_concept,1
proses penanganan masalah sosial,reaksi publik,has_concept,1
model joel best,q_bd3f136a93,has_question,1
model joel best,analisis dampak sosial,successor,1
model joel best,masalah sosial,peer,1
model joel best,pengajuan klaim,peer,1
model joel best,reaksi publik,peer,1
pengajuan klaim,q_bd3f136a93,has_question,1
pengajuan klaim,analisis dampak sosial,successor,1
pengajuan klaim,masalah sosial,peer,1
pengajuan klaim,model joel best,peer,1
pengajuan klaim,reaksi publik,peer,1
reaksi publik,q_bd3f136a93,has_question,1
reaksi publik,analisis dampak sosial,successor,1
reaksi publik,masalah sosial,peer,1
reaksi publik,model joel best,peer,1
reaksi publik,pengajuan klaim,peer,1
q_bd3f136a93,menerapkan model,requires_method,1
tahapan model joel best,masalah sosial,prerequisite,1
