id,type,label,bloom_level,difficulty,frequency
gurun panas kering,concept,Gurun panas kering,C4-Menganalisis,4.0,1.0
tundra dingin beku,concept,Tundra dingin beku,C4-Menganalisis,4.0,1.0
perbandingan lingkungan,concept,Perbandingan lingkungan,C4-Menganalisis,4.0,1.0
q_d254945f65,question,Bandingkan dan kontraskan strategi adaptasi tumbuhan untuk bertahan hidup di dua lingkungan ekstrem: Gurun yang panas da,C4-Menganalisis,4.0,
jenis bioma,concept,Jenis bioma,,,
faktor iklim,concept,Faktor Iklim,C5-Mengevaluasi,5.0,2.0
perbandingan jalur perjuangan indonesia,topic_fine,Perbandingan Jalur Perjuangan Indonesia,,,
sutan sjahrir,concept,Sutan Sjahrir,C4-Menganalisis,4.0,1.0
q_e034b10b29,question,Bandingkan peran Sutan Sjahrir dan Jenderal Soedirman. Bagaimana kedua tokoh ini mewakili dua jalur perjuangan yang berb,C4-Menganalisis,4.0,
membandingkan peran tokoh,method,Membandingkan peran tokoh,,,
menganalisis representasi jalur perjuangan,method,Menganalisis representasi jalur perjuangan,,,
sejarah perjuangan kemerdekaan,concept,Sejarah Perjuangan Kemerdekaan,,,
konsep diplomasi dan gerilya,concept,Konsep Diplomasi dan Gerilya,,,
dampak perundingan linggarjati,concept,Dampak Perundingan Linggarjati,,,
peran ktn dalam konflik indonesia,concept,Peran KTN dalam Konflik Indonesia,,,
sejarah teknologi,topic_coarse,Sejarah Teknologi,,,
evolusi revolusi industri,topic_fine,Evolusi Revolusi Industri,,,
revolusi industri 2.0,concept,Revolusi Industri 2.0,C5-Mengevaluasi,5.0,2.0
q_ffed2752a9,question,Uraikan bagaimana setiap tahapan Revolusi Industri (1.0 hingga 4.0) secara logis membangun fondasi bagi tahap berikutnya,C4-Menganalisis,4.0,
menganalisis hubungan sebab-akibat antar tahapan,method,Menganalisis hubungan sebab-akibat antar tahapan,,,
pemahaman dasar tentang industrialisasi,concept,Pemahaman dasar tentang industrialisasi,,,
sosiologi perubahan sosial,topic_coarse,Sosiologi Perubahan Sosial,,,
analisis pandemi covid-19 teori fungsionalis,topic_fine,Analisis Pandemi Covid-19 Teori Fungsionalis,,,
teori fungsionalis,concept,Teori Fungsionalis,C4-Menganalisis,4.0,1.0
talcott parsons,concept,Talcott Parsons,C4-Menganalisis,4.0,1.0
generalisasi nilai,concept,Generalisasi Nilai,C4-Menganalisis,4.0,1.0
q_a895bdb0b4,question,"Analisis bagaimana Pandemi Covid-19 dapat dilihat dari sudut pandang Teori Fungsionalis, khususnya terkait empat proses ",C4-Menganalisis,4.0,
konsep dasar fungsionalisme,concept,Konsep Dasar Fungsionalisme,,,
teori konflik perubahan sosial,concept,Teori Konflik Perubahan Sosial,,,
kondisi keamanan internal,concept,Kondisi keamanan internal,C4-Menganalisis,4.0,1.0
peristiwa besar tahun 1955,concept,Peristiwa besar tahun 1955,C4-Menganalisis,4.0,1.0
q_6187e60dd2,question,Uraikan kontradiksi antara kondisi keamanan internal yang belum stabil dengan keberhasilan Indonesia menyelenggarakan du,C4-Menganalisis,4.0,
menganalisis kontradiksi,method,Menganalisis Kontradiksi,,,
pembukaan uud 1945,concept,Pembukaan UUD 1945,,,
transisi ke orde baru,concept,Transisi ke Orde Baru,,,
jenis kawasan hutan konservasi,topic_fine,Jenis Kawasan Hutan Konservasi,,,
kawasan hutan suaka alam,concept,Kawasan Hutan Suaka Alam,C4-Menganalisis,4.0,1.0
kawasan hutan pelestarian alam,concept,Kawasan Hutan Pelestarian Alam,C4-Menganalisis,4.0,1.0
hutan konservasi,concept,Hutan Konservasi,C5-Mengevaluasi,5.0,2.0
q_e5b434b7a4,question,Bedakan secara rinci antara fungsi 'Kawasan Hutan Suaka Alam' dan 'Kawasan Hutan Pelestarian Alam' meskipun keduanya sam,C4-Menganalisis,4.0,
pengertian hutan konservasi,concept,Pengertian Hutan Konservasi,,,
fokus kebijakan orde baru,topic_fine,Fokus Kebijakan Orde Baru,,,
prioritas stabilitas politik,concept,Prioritas Stabilitas Politik,C4-Menganalisis,4.0,1.0
q_a75c9aa6c8,question,"Analisislah mengapa Orde Baru memprioritaskan ""Stabilitas"" (pilar pertama Trilogi Pembangunan) di atas segalanya!",C4-Menganalisis,4.0,
definisi trilogi pembangunan,concept,Definisi Trilogi Pembangunan,,,
penggunaan uang,concept,Penggunaan uang,C4-Menganalisis,4.0,1.0
perkembangan peradaban,concept,Perkembangan peradaban,C4-Menganalisis,4.0,1.0
kompleksitas kebutuhan manusia,concept,Kompleksitas kebutuhan manusia,C4-Menganalisis,4.0,1.0
q_628d758358,question,Uraikan bagaimana transisi dari sistem barter ke penggunaan uang mencerminkan perkembangan peradaban dan kompleksitas ke,C4-Menganalisis,4.0,
menganalisis transisi,method,Menganalisis transisi,,,
teori nilai uang,concept,Teori nilai uang,,,
dampak jalur sutra,topic_fine,Dampak Jalur Sutra,,,
dampak budaya,concept,Dampak Budaya,C4-Menganalisis,4.0,1.0
interaksi timur-barat,concept,Interaksi Timur-Barat,C4-Menganalisis,4.0,1.0
q_1d75aafa6c,question,"Uraikan mengapa Jalur Sutra tidak hanya berdampak pada ekonomi, tetapi juga pada aspek budaya antara Timur dan Barat.",C4-Menganalisis,4.0,
globalisasi dan pertukaran budaya,concept,Globalisasi dan Pertukaran Budaya,,,
kelemahan model pemberdayaan top-down,topic_fine,Kelemahan Model Pemberdayaan Top-Down,,,
rasa kepemilikan masyarakat,concept,Rasa Kepemilikan Masyarakat,C4-Menganalisis,4.0,1.0
q_4cec218245,question,"Analisislah mengapa model top-down, meskipun jangkauannya luas, seringkali gagal menciptakan rasa kepemilikan program di",C4-Menganalisis,4.0,
analisis kesenjangan,method,Analisis Kesenjangan,,,
perbandingan model top-down dan bottom-up,concept,Perbandingan Model Top-Down dan Bottom-Up,,,
barang dan jasa akhir,concept,Barang dan Jasa Akhir,C4-Menganalisis,4.0,1.0
barang setengah jadi (barang antara),concept,Barang Setengah Jadi (Barang Antara),C4-Menganalisis,4.0,1.0
perhitungan output ekonomi,concept,Perhitungan Output Ekonomi,C4-Menganalisis,4.0,1.0
q_6add0dfa8f,question,Mengapa dalam definisi PDB ditekankan pada 'barang dan jasa akhir'? Analisislah apa yang akan terjadi jika barang seteng,C4-Menganalisis,4.0,
definisi pertumbuhan ekonomi,concept,Definisi Pertumbuhan Ekonomi,,,
metode perhitungan pdb (pengeluaran/pendapatan),concept,Metode Perhitungan PDB (Pengeluaran/Pendapatan),,,
hubungan kegagalan pengendalian ruang,topic_fine,Hubungan Kegagalan Pengendalian Ruang,,,
pengendalian pemanfaatan ruang,concept,Pengendalian Pemanfaatan Ruang,C4-Menganalisis,4.0,1.0
kualitas lingkungan,concept,Kualitas Lingkungan,C4-Menganalisis,4.0,1.0
sebab-akibat,concept,Sebab-Akibat,C4-Menganalisis,4.0,1.0
q_ef276a4fa3,question,Analisislah hubungan sebab-akibat antara kegagalan dalam 'Pengendalian Pemanfaatan Ruang' dengan penurunan kualitas ling,C4-Menganalisis,4.0,
strategi mitigasi dampak lingkungan,concept,Strategi Mitigasi Dampak Lingkungan,,,
dampak keragaman sosial budaya,topic_fine,Dampak Keragaman Sosial Budaya,,,
negara kepulauan,concept,Negara kepulauan,C5-Mengevaluasi,5.0,2.0
potensi konflik etnosentrisme,concept,Potensi Konflik Etnosentrisme,C4-Menganalisis,4.0,1.0
q_47c874e72a,question,Analisis hubungan sebab-akibat antara kondisi Indonesia sebagai negara kepulauan dengan munculnya potensi konflik etnose,C4-Menganalisis,4.0,
konsep budaya,concept,Konsep Budaya,,,
konsep masyarakat,concept,Konsep Masyarakat,,,
strategi pengelolaan konflik sosial,concept,Strategi Pengelolaan Konflik Sosial,,,
perdagangan dan struktur sosial,topic_fine,Perdagangan dan Struktur Sosial,,,
interaksi perdagangan asing,concept,Interaksi perdagangan asing,C4-Menganalisis,4.0,1.0
organisasi pemerintahan lokal,concept,Organisasi pemerintahan lokal,C4-Menganalisis,4.0,1.0
q_91b8acd810,question,Bagaimana interaksi dengan para pedagang asing melalui Jalur Rempah dapat menjadi faktor pendorong bagi masyarakat lokal,C4-Menganalisis,4.0,
pengenalan jalur perdagangan dunia,concept,Pengenalan Jalur Perdagangan Dunia,,,
dampak kolonialisme terhadap struktur politik,concept,Dampak kolonialisme terhadap struktur politik,,,
nasionalisme dan imperialisme asia,topic_fine,Nasionalisme dan Imperialisme Asia,,,
imperialisme baru,concept,Imperialisme Baru,C4-Menganalisis,4.0,1.0
dekolonisasi,concept,Dekolonisasi,C4-Menganalisis,4.0,1.0
q_fbf262cce5,question,"Mengapa gerakan nasionalisme di Jepang (Restorasi Meiji) menghasilkan imperialisme baru, sementara gerakan nasionalisme ",C4-Menganalisis,4.0,
perbandingan gerakan anti-kolonial global,concept,Perbandingan Gerakan Anti-Kolonial Global,,,
ancaman dan konservasi flora fauna,topic_fine,Ancaman dan Konservasi Flora Fauna,,,
"masalah ekonomi, budaya, dan hukum",concept,"Masalah ekonomi, budaya, dan hukum",C4-Menganalisis,4.0,1.0
penurunan populasi harimau sumatra,concept,Penurunan populasi Harimau Sumatra,C4-Menganalisis,4.0,1.0
konservasi sumber daya alam hayati,concept,Konservasi sumber daya alam hayati,C4-Menganalisis,4.0,1.0
q_cb7a6b4c0e,question,"Analisislah hubungan antara 'masalah ekonomi, budaya, dan hukum' yang disebutkan di awal teks dengan penurunan drastis p",C4-Menganalisis,4.0,
jenis-jenis ancaman terhadap keanekaragaman hayati,concept,Jenis-jenis ancaman terhadap keanekaragaman hayati,,,
strategi mitigasi dampak ancaman,concept,Strategi mitigasi dampak ancaman,,,
biologi indonesia,topic_coarse,Biologi Indonesia,,,
pola persebaran fauna indonesia,topic_fine,Pola Persebaran Fauna Indonesia,,,
ketergantungan habitat hutan,concept,Ketergantungan Habitat Hutan,C4-Menganalisis,4.0,1.0
q_ec83b5806d,question,"Berdasarkan daftar fauna Indonesia Barat yang diberikan, identifikasilah setidaknya tiga jenis hewan yang habitatnya san",C4-Menganalisis,4.0,
pengenalan zona fauna indonesia,concept,Pengenalan Zona Fauna Indonesia,,,
dampak perubahan iklim pada fauna,concept,Dampak Perubahan Iklim pada Fauna,,,
perbandingan vegetasi bioma dunia,topic_fine,Perbandingan Vegetasi Bioma Dunia,,,
keanekaragaman spesies pohon,concept,Keanekaragaman spesies pohon,C4-Menganalisis,4.0,1.0
bioma taiga,concept,Bioma Taiga,C5-Mengevaluasi,5.0,2.0
pengaruh iklim,concept,Pengaruh iklim,C4-Menganalisis,4.0,1.0
q_f54621eefe,question,Analisis perbedaan fundamental dalam hal keanekaragaman spesies pohon antara bioma Taiga dan Hutan Tropis. Faktor iklim ,C4-Menganalisis,4.0,
definisi bioma,concept,Definisi Bioma,,,
faktor pembentuk bioma,concept,Faktor pembentuk bioma,,,
perencanaan program pemberdayaan,topic_fine,Perencanaan Program Pemberdayaan,,,
pelibatan pemangku kepentingan,concept,Pelibatan Pemangku Kepentingan,C4-Menganalisis,4.0,1.0
perencanaan program,concept,Perencanaan Program,C6-Mencipta,5.0,5.0
q_13049d1375,question,"Mengapa pelibatan berbagai pihak (komunitas lokal, akademisi, pemerintah) pada tahap perencanaan dianggap lebih baik dar",C4-Menganalisis,4.0,
tahapan pemberdayaan komunitas,concept,Tahapan Pemberdayaan Komunitas,,,
implementasi program pemberdayaan,concept,Implementasi Program Pemberdayaan,,,
faktor penentu penawaran uang,topic_fine,Faktor Penentu Penawaran Uang,,,
kebijakan bank sentral,concept,Kebijakan Bank Sentral,C4-Menganalisis,4.0,1.0
permintaan uang,concept,Permintaan Uang,C4-Menganalisis,4.0,1.0
q_f1d4cbd740,question,"Analisislah mengapa ""kebijakan Bank Sentral"" menjadi faktor yang memengaruhi penawaran uang, bukan permintaan uang!",C4-Menganalisis,4.0,
konsep permintaan uang,concept,Konsep Permintaan Uang,,,
komposisi dan struktur lapisan bumi,topic_fine,Komposisi dan Struktur Lapisan Bumi,,,
komposisi kimia sial,concept,Komposisi kimia SIAL,C4-Menganalisis,4.0,1.0
karakteristik ringan sial,concept,Karakteristik ringan SIAL,C4-Menganalisis,4.0,1.0
komposisi kimia sima,concept,Komposisi kimia SIMA,C4-Menganalisis,4.0,1.0
perbandingan densitas lapisan bumi,concept,Perbandingan densitas lapisan bumi,C4-Menganalisis,4.0,1.0
q_dc59643be0,question,Kaitkan komposisi kimia lapisan SIAL (kaya Silisium dan Aluminium) dengan karakteristiknya yang lebih ringan dibandingka,C4-Menganalisis,4.0,
menganalisis perbandingan komposisi dan sifat fisik,method,Menganalisis perbandingan komposisi dan sifat fisik,,,
pengenalan lapisan bumi,concept,Pengenalan lapisan bumi,,,
definisi sial dan sima,concept,Definisi SIAL dan SIMA,,,
dampak komposisi terhadap sifat fisik batuan,concept,Dampak komposisi terhadap sifat fisik batuan,,,
pencegahan konflik sosial,topic_fine,Pencegahan Konflik Sosial,,,
faktor sosial,concept,Faktor Sosial,C4-Menganalisis,4.0,1.0
q_8ef230694f,question,Data BPS menunjukkan tren peningkatan perkelahian massal. Analisislah kemungkinan faktor-faktor sosial yang menyebabkan ,C4-Menganalisis,4.0,
menganalisis faktor penyebab,method,Menganalisis faktor penyebab,,,
konsep pencegahan konflik,concept,Konsep Pencegahan Konflik,,,
strategi deeskalasi konflik,concept,Strategi Deeskalasi Konflik,,,
peran angkatan darat pasca g30s,topic_fine,Peran Angkatan Darat Pasca G30S,,,
gerakan 30 september (g30s),concept,Gerakan 30 September (G30S),C5-Mengevaluasi,5.0,3.0
peran soeharto,concept,Peran Soeharto,C4-Menganalisis,4.0,1.0
ketidakstabilan politik,concept,Ketidakstabilan Politik,C4-Menganalisis,4.0,2.0
penumpasan gerakan,concept,Penumpasan Gerakan,C4-Menganalisis,4.0,1.0
q_ab2f0fb6f9,question,Analisislah mengapa Angkatan Darat (khususnya Soeharto) mengambil peran sentral pasca-G30S!,C4-Menganalisis,4.0,
pemahaman demokrasi terpimpin,concept,Pemahaman Demokrasi Terpimpin,,,
pengetahuan tentang g30s,concept,Pengetahuan tentang G30S,,,
dampak politik orde baru,concept,Dampak Politik Orde Baru,,,
pengaturan kerja sama daerah,topic_fine,Pengaturan Kerja Sama Daerah,,,
landasan hukum,concept,Landasan Hukum,C4-Menganalisis,4.0,1.0
kerja sama daerah,concept,Kerja Sama Daerah,C4-Menganalisis,4.0,1.0
risiko ketidakpatuhan,concept,Risiko Ketidakpatuhan,C4-Menganalisis,4.0,1.0
q_afab7a08ff,question,"Analisis mengapa landasan hukum seperti UU, PP, dan Permendagri diperlukan untuk mengatur kerja sama daerah dengan pihak",C4-Menganalisis,4.0,
konsep ketahanan nasional,concept,Konsep Ketahanan Nasional,,,
implementasi kebijakan daerah,concept,Implementasi Kebijakan Daerah,,,
proses penetapan anggaran negara,topic_fine,Proses Penetapan Anggaran Negara,,,
persetujuan dpr,concept,Persetujuan DPR,C4-Menganalisis,4.0,1.0
prinsip demokrasi,concept,Prinsip Demokrasi,C4-Menganalisis,4.0,1.0
perwakilan rakyat,concept,Perwakilan Rakyat,C4-Menganalisis,4.0,1.0
q_2b601f25b3,question,Mengapa persetujuan DPR menjadi tahap krusial dalam penetapan APBN? Analisislah dari sudut pandang prinsip demokrasi dan,C4-Menganalisis,4.0,
analisis,method,Analisis,,,
fungsi lembaga negara,concept,Fungsi Lembaga Negara,,,
jenis dan dimensi konflik sosial,topic_fine,Jenis dan Dimensi Konflik Sosial,,,
konflik perebutan sumber daya alam,concept,Konflik perebutan sumber daya alam,C4-Menganalisis,4.0,1.0
konflik vertikal,concept,Konflik vertikal,C4-Menganalisis,4.0,1.0
konflik horizontal,concept,Konflik horizontal,C4-Menganalisis,4.0,1.0
q_6d8ce49a57,question,Analisis mengapa konflik perebutan sumber daya alam dapat dikategorikan sebagai konflik vertikal sekaligus konflik horiz,C4-Menganalisis,4.0,
menganalisis perbedaan dimensi konflik,method,Menganalisis perbedaan dimensi konflik,,,
strategi penyelesaian konflik,concept,Strategi penyelesaian konflik,,,
teori masuknya islam di indonesia,topic_fine,Teori Masuknya Islam di Indonesia,,,
teori masuknya islam,concept,Teori masuknya Islam,C5-Mengevaluasi,5.0,2.0
sifat komplementer teori,concept,Sifat komplementer teori,C4-Menganalisis,4.0,1.0
asumsi antar teori,concept,Asumsi antar teori,C4-Menganalisis,4.0,1.0
q_c5fdf47a82,question,"Identifikasi asumsi yang mendasari pernyataan bahwa semua teori masuknya Islam (Gujarat, Persia, Tiongkok, Arab) tidak s",C4-Menganalisis,4.0,
"pengetahuan tentang teori masuknya islam (gujarat, persia, tiongkok, arab)",concept,"Pengetahuan tentang teori masuknya Islam (Gujarat, Persia, Tiongkok, Arab)",,,
perbandingan bukti historis penyebaran islam,concept,Perbandingan bukti historis penyebaran Islam,,,
pengaruh teknologi pada pengelolaan anggaran,topic_fine,Pengaruh Teknologi pada Pengelolaan Anggaran,,,
dampak teknologi pada perdagangan,concept,Dampak Teknologi pada Perdagangan,C4-Menganalisis,4.0,1.0
pengelolaan anggaran pelajar,concept,Pengelolaan Anggaran Pelajar,C4-Menganalisis,4.0,1.0
q_c74229461f,question,"Identifikasi bagaimana pemahaman tentang 'transaksi ekonomi', khususnya mengenai dampak teknologi pada perdagangan, dapa",C4-Menganalisis,4.0,
pemahaman dasar tentang keuangan pribadi,concept,Pemahaman dasar tentang keuangan pribadi,,,
strategi mitigasi risiko finansial digital,concept,Strategi mitigasi risiko finansial digital,,,
fungsi distribusi apbn,concept,Fungsi Distribusi APBN,C4-Menganalisis,4.0,2.0
fungsi stabilisasi apbn,concept,Fungsi Stabilisasi APBN,C4-Menganalisis,4.0,1.0
guncangan ekonomi,concept,Guncangan Ekonomi,C4-Menganalisis,4.0,1.0
kenaikan anggaran perlinsos,concept,Kenaikan Anggaran Perlinsos,C4-Menganalisis,4.0,1.0
q_693f84ec3e,question,"Berdasarkan informasi tentang kenaikan anggaran Perlinsos, bagaimana fungsi distribusi dan fungsi stabilisasi APBN beker",C4-Menganalisis,4.0,
menganalisis interaksi fungsi,method,Menganalisis interaksi fungsi,,,
konsep fungsi fiskal,concept,Konsep Fungsi Fiskal,,,
karakteristik dan julukan benua,topic_fine,Karakteristik dan Julukan Benua,,,
letak geografis benua amerika,concept,Letak geografis Benua Amerika,C4-Menganalisis,4.0,1.0
pengaruh samudra luas,concept,Pengaruh samudra luas,C4-Menganalisis,4.0,1.0
julukan 'benua baru',concept,Julukan 'Benua Baru',C4-Menganalisis,4.0,1.0
q_e67af5a15a,question,"Analisislah hubungan antara letak geografis Benua Amerika yang dikelilingi samudra luas dengan julukannya sebagai ""benua",C4-Menganalisis,4.0,
pengenalan benua-benua dunia,concept,Pengenalan benua-benua dunia,,,
dampak iklim terhadap kehidupan di benua,concept,Dampak iklim terhadap kehidupan di benua,,,
strategi pendanaan anggaran negara,topic_fine,Strategi Pendanaan Anggaran Negara,,,
privatisasi,concept,Privatisasi,C4-Menganalisis,4.0,1.0
dana segar apbn,concept,Dana Segar APBN,C4-Menganalisis,4.0,1.0
q_2e7f8db7f6,question,"Bagaimana ""privatisasi"" dapat membantu ""mendapatkan dana segar untuk APBN""?",C4-Menganalisis,4.0,
menganalisis hubungan antara privatisasi dan sumber pendanaan negara,method,Menganalisis hubungan antara privatisasi dan sumber pendanaan negara,,,
konsep dasar apbn,concept,Konsep Dasar APBN,,,
konsep privatisasi,concept,Konsep Privatisasi,,,
dampak privatisasi terhadap efisiensi ekonomi,concept,Dampak Privatisasi terhadap Efisiensi Ekonomi,,,
dampak multifungsi gawai pada individu,topic_fine,Dampak Multifungsi Gawai pada Individu,,,
multifungsi gawai,concept,Multifungsi gawai,C4-Menganalisis,4.0,1.0
kemandirian individu,concept,Kemandirian individu,C4-Menganalisis,4.0,1.0
ketergantungan teknologi,concept,Ketergantungan teknologi,C4-Menganalisis,4.0,1.0
interaksi sosial digital,concept,Interaksi sosial digital,C4-Menganalisis,4.0,1.0
q_003d54d9ce,question,"Kaji dampak dari multifungsi gawai (untuk transaksi, pendidikan, kesehatan) terhadap kemandirian dan ketergantungan indi",C4-Menganalisis,4.0,
konsep masyarakat digital,concept,Konsep masyarakat digital,,,
fungsi perangkat elektronik,concept,Fungsi perangkat elektronik,,,
strategi mitigasi ketergantungan teknologi,concept,Strategi mitigasi ketergantungan teknologi,,,
dampak gaya hidup konsumerisme,topic_fine,Dampak Gaya Hidup Konsumerisme,,,
konsumerisme,concept,Konsumerisme,C5-Mengevaluasi,5.0,2.0
perilaku sosial,concept,Perilaku Sosial,C4-Menganalisis,4.0,1.0
q_c8d235591d,question,Bagaimana gaya hidup konsumerisme dapat menjadi jembatan atau pemicu munculnya perilaku hedonisme pada seseorang?,C4-Menganalisis,4.0,
definisi konsumerisme,concept,Definisi Konsumerisme,,,
definisi hedonisme,concept,Definisi Hedonisme,,,
dampak budaya global,concept,Dampak Budaya Global,,,
klan,concept,Klan,C4-Menganalisis,4.0,1.0
cakupan budaya,concept,Cakupan Budaya,C4-Menganalisis,4.0,1.0
q_619d04e003,question,"Bandingkan kriteria Suku Bangsa dan kriteria Klan. Manakah yang cakupannya lebih luas (budaya, bahasa) dan manakah yang ",C4-Menganalisis,4.0,
menganalisis cakupan,method,Menganalisis Cakupan,,,
pengaruh kondisi geologis wilayah,topic_fine,Pengaruh Kondisi Geologis Wilayah,,,
letak geologis,concept,Letak geologis,C4-Menganalisis,4.0,1.0
stabilitas tanah,concept,Stabilitas tanah,C4-Menganalisis,4.0,1.0
pembangunan properti,concept,Pembangunan properti,C4-Menganalisis,4.0,1.0
q_2d21c12aff,question,Anda adalah seorang pengembang properti. Mengapa Anda akan lebih berhati-hati dalam membangun gedung tinggi di Pulau Jaw,C4-Menganalisis,4.0,
menganalisis perbandingan risiko,method,Menganalisis perbandingan risiko,,,
pengertian letak geologis,concept,Pengertian letak geologis,,,
dampak aktivitas tektonik terhadap pembangunan,concept,Dampak aktivitas tektonik terhadap pembangunan,,,
geosfer dan geologi,topic_coarse,Geosfer dan Geologi,,,
dampak pertemuan lempeng tektonik,topic_fine,Dampak Pertemuan Lempeng Tektonik,,,
pertemuan tiga lempeng tektonik,concept,Pertemuan Tiga Lempeng Tektonik,C4-Menganalisis,4.0,1.0
lempeng indo-australia,concept,Lempeng Indo-Australia,C4-Menganalisis,4.0,1.0
lempeng eurasia,concept,Lempeng Eurasia,C4-Menganalisis,4.0,1.0
aktivitas kegempaan,concept,Aktivitas Kegempaan,C4-Menganalisis,4.0,1.0
q_d2851ee1f8,question,"Berdasarkan teks, analisislah dua dampak utama yang berbeda dari posisi geologis Indonesia di pertemuan tiga lempeng",C4-Menganalisis,4.0,
pengenalan lempeng tektonik,concept,Pengenalan Lempeng Tektonik,,,
dampak vulkanisme,concept,Dampak Vulkanisme,,,
proses tektonik lanjutan,concept,Proses Tektonik Lanjutan,,,
hubungan iklim dan vegetasi,topic_fine,Hubungan Iklim dan Vegetasi,,,
variasi iklim jawa,concept,Variasi iklim Jawa,C4-Menganalisis,4.0,1.0
keragaman tipe vegetasi,concept,Keragaman tipe vegetasi,C4-Menganalisis,4.0,1.0
q_fdd8de7500,question,Analisislah hubungan antara variasi iklim dari barat ke timur di Pulau Jawa dengan keragaman tipe vegetasinya.,C4-Menganalisis,4.0,
konsep iklim tropis,concept,Konsep iklim tropis,,,
jenis-jenis vegetasi,concept,Jenis-jenis vegetasi,,,
dampak perubahan iklim terhadap vegetasi,concept,Dampak perubahan iklim terhadap vegetasi,,,
organisasi bentukan jepang,concept,Organisasi bentukan Jepang,C4-Menganalisis,4.0,1.0
perbandingan dampak politik,concept,Perbandingan dampak politik,C4-Menganalisis,4.0,1.0
q_890fc26c50,question,Bandingkan dampak politik dari pembentukan organisasi bentukan Jepang (seperti Putera) dengan organisasi pergerakan nasi,C4-Menganalisis,4.0,
sejarah hindia belanda,concept,Sejarah Hindia Belanda,,,
perubahan sistem pemerintahan pasca-jepang,concept,Perubahan Sistem Pemerintahan Pasca-Jepang,,,
ketangguhan individu era globalisasi,topic_fine,Ketangguhan Individu Era Globalisasi,,,
memelihara kearifan lokal,concept,Memelihara Kearifan Lokal,C4-Menganalisis,4.0,1.0
mengembangkan kecakapan sosial,concept,Mengembangkan Kecakapan Sosial,C4-Menganalisis,4.0,1.0
ketangguhan individu,concept,Ketangguhan Individu,C4-Menganalisis,4.0,1.0
q_3b31ab0164,question,Bandingkan efektivitas antara upaya 'Memelihara Kearifan Lokal' dengan 'Mengembangkan Kecakapan Sosial' dalam membentuk ,C4-Menganalisis,4.0,
membandingkan efektivitas,method,Membandingkan efektivitas,,,
implementasi nilai-nilai pancasila,concept,Implementasi nilai-nilai Pancasila,,,
pengukuran pembangunan,topic_coarse,Pengukuran Pembangunan,,,
perbandingan indikator pembangunan,topic_fine,Perbandingan Indikator Pembangunan,,,
indeks mutu hidup (imh),concept,Indeks Mutu Hidup (IMH),C4-Menganalisis,4.0,1.0
fokus pengukuran pembangunan,concept,Fokus Pengukuran Pembangunan,C4-Menganalisis,4.0,1.0
q_cd8d5e2ae6,question,Bandingkan fokus pengukuran antara Indeks Pembangunan Manusia (IPM) dengan Indeks Mutu Hidup (IMH). Apa persamaan dan pe,C4-Menganalisis,4.0,
menganalisis persamaan dan perbedaan,method,Menganalisis persamaan dan perbedaan,,,
definisi ipm,concept,Definisi IPM,,,
implementasi kebijakan berbasis indikator,concept,Implementasi Kebijakan Berbasis Indikator,,,
pendekatan dalam geografi,topic_fine,Pendekatan dalam Geografi,,,
pendekatan ekologi,concept,Pendekatan ekologi,C4-Menganalisis,4.0,1.0
penurunan luasan mangrove,concept,Penurunan luasan mangrove,C4-Menganalisis,4.0,1.0
analisis masalah geosfer,concept,Analisis masalah geosfer,C4-Menganalisis,4.0,1.0
q_733c292565,question,Uraikan bagaimana pendekatan keruangan dan ekologi dapat digunakan secara bersamaan untuk menganalisis masalah penurunan,C4-Menganalisis,4.0,
pengertian penelitian geografi,concept,Pengertian penelitian geografi,,,
konsep keruangan,concept,Konsep Keruangan,,,
integrasi pendekatan kompleks wilayah,concept,Integrasi pendekatan kompleks wilayah,,,
pengaruh bioma terhadap mata pencaharian,topic_fine,Pengaruh Bioma terhadap Mata Pencaharian,,,
mata pencaharian,concept,Mata Pencaharian,C4-Menganalisis,4.0,1.0
q_34e91fb821,question,Teks menyebutkan perbedaan bioma dari Jawa Barat hingga NTT. Analisislah bagaimana perbedaan bioma tersebut dapat memeng,C4-Menganalisis,4.0,
konsep bioma,concept,Konsep Bioma,,,
konsep mata pencaharian,concept,Konsep Mata Pencaharian,,,
dampak perubahan iklim terhadap mata pencaharian,concept,Dampak perubahan iklim terhadap mata pencaharian,,,
peran laskar rakyat dalam perang,topic_fine,Peran Laskar Rakyat dalam Perang,,,
tentara resmi (tkr),concept,Tentara Resmi (TKR),C4-Menganalisis,4.0,1.0
revolusi sosial,concept,Revolusi Sosial,C6-Mencipta,5.0,2.0
q_c0ab7d94e8,question,"Analisislah mengapa ""Laskar Rakyat"" (milisi) independen bisa muncul di samping tentara resmi (TKR)!",C4-Menganalisis,4.0,
dampak sosial revolusi nasional,concept,Dampak Sosial Revolusi Nasional,,,
fungsi anggaran pendapatan negara,topic_fine,Fungsi Anggaran Pendapatan Negara,,,
fungsi alokasi apbn,concept,Fungsi Alokasi APBN,C4-Menganalisis,4.0,1.0
keterkaitan alokasi dan distribusi,concept,Keterkaitan Alokasi dan Distribusi,C4-Menganalisis,4.0,1.0
q_12b1cefcb2,question,Bandingkan fungsi alokasi dan fungsi distribusi. Mengapa pembangunan infrastruktur (alokasi) juga bisa berdampak pada pe,C4-Menganalisis,4.0,
pemilu 1955,concept,Pemilu 1955,C4-Menganalisis,4.0,1.0
dpr,concept,DPR,C4-Menganalisis,4.0,1.0
